,rowid,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_optmag,st_optband,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2,rowupdate
2762,2763,Kepler-712,c,Transit,2,226.89047,0.001096,-0.001096,19h39m38.34s,294.90973399999996,+42d56m06.9s,42.935261,944.0,31.55,-31.79,15.859000000000002,Kepler-band,5148.0,83.48,-78.09,0.84,0.03,-0.04,0.78,0.02,-0.02,2016-05-10
2763,2764,Kepler-713,b,Transit,1,7.411141,1.344e-05,-1.344e-05,19h42m36.36s,295.651502,+43d01m47.4s,43.029831,1003.0,209.52,-127.6,15.030999999999999,Kepler-band,5785.0,265.49,-233.97,0.98,0.11,-0.08,0.99,0.2,-0.12,2016-05-10
2764,2765,Kepler-714,b,Transit,1,8.09888799,2.19e-06,-2.19e-06,18h50m47.89s,282.699531,+43d16m21.9s,43.272743,1460.0,363.85,-160.8,15.261,Kepler-band,5995.0,106.7,-117.06,1.09,0.08,-0.07,1.12,0.29,-0.12,2016-05-10
2765,2766,Kepler-715,b,Transit,1,10.00652995,1.932e-05,-1.932e-05,18h54m31.38s,283.630767,+43d22m45.8s,43.379397999999995,1214.0,266.32,-120.49,15.062999999999999,Kepler-band,5871.0,99.55,-97.1,1.04,0.06,-0.06,1.04,0.23,-0.1,2016-05-10
2766,2767,Kepler-716,b,Transit,1,10.37168453,1.449e-05,-1.449e-05,19h21m34.37s,290.393214,+43d21m50.0s,43.363898999999996,675.0,37.17,-38.11,15.193,Kepler-band,5099.0,52.72,-72.75,0.83,0.04,-0.04,0.78,0.04,-0.04,2016-05-10
2767,2768,Kepler-717,b,Transit,1,4.40840023,1.493e-05,-1.493e-05,19h31m51.73s,292.965535,+43d20m47.0s,43.34639,1126.0,119.93,-85.06,15.662,Kepler-band,5485.0,120.85,-81.84,0.88,0.05,-0.05,0.85,0.09,-0.06,2016-05-10
2768,2769,Kepler-718,b,Transit,1,2.0523499,1.5e-07,-1.5e-07,19h58m14.85s,299.561877,+43d30m12.8s,43.503559,1520.0,661.22,-306.43,15.257,Kepler-band,6191.0,307.31,-307.12,1.18,0.23,-0.14,1.3,0.55,-0.24,2016-05-10
2769,2770,Kepler-719,b,Transit,1,5.00731778,1.25e-06,-1.25e-06,19h42m08.67s,295.536136,+43d53m04.0s,43.884453,1427.0,313.69,-169.25,15.812999999999999,Kepler-band,5777.0,199.43,-220.79,0.99,0.08,-0.07,0.98,0.21,-0.1,2016-05-10
2770,2771,Kepler-720,b,Transit,1,4.70832654,7.3e-07,-7.3e-07,19h54m32.56s,298.635649,+44d10m15.4s,44.170944,880.0,191.51,-93.94,15.113,Kepler-band,5618.0,328.49,-250.53,0.95,0.11,-0.07,0.92,0.18,-0.09,2016-05-10
2771,2772,Kepler-721,b,Transit,1,5.39202539,6.77e-06,-6.77e-06,18h57m43.32s,284.430506,+44d28m49.9s,44.480534000000006,848.0,42.02,-43.0,15.651,Kepler-band,5075.0,53.6,-56.09,0.82,0.04,-0.04,0.78,0.04,-0.04,2016-05-10
2772,2773,Kepler-722,b,Transit,2,4.09357325,8.1e-06,-8.1e-06,19h21m03.19s,290.263285,+44d33m23.2s,44.55645,1375.0,364.25,-157.69,15.399000000000001,Kepler-band,5863.0,103.52,-131.89,1.03,0.07,-0.07,1.05,0.28,-0.11,2016-05-10
2773,2774,Kepler-722,c,Transit,2,105.144749,0.001675,-0.001675,19h21m03.19s,290.263285,+44d33m23.2s,44.55645,1375.0,364.25,-157.69,15.399000000000001,Kepler-band,5863.0,103.52,-131.89,1.03,0.07,-0.07,1.05,0.28,-0.11,2016-05-10
2774,2775,Kepler-723,b,Transit,1,4.08227507,2.3e-07,-2.3e-07,18h59m19.31s,284.830468,+44d39m29.3s,44.658142,965.0,125.65,-67.84,15.198,Kepler-band,5539.0,75.49,-85.21,0.92,0.04,-0.05,0.89,0.12,-0.06,2016-05-10
2775,2776,Kepler-724,b,Transit,1,3.31494634,1.72e-06,-1.72e-06,19h33m49.16s,293.454838,+44d47m34.1s,44.792797,862.0,109.41,-64.79,15.142000000000001,Kepler-band,5437.0,176.17,-122.72,0.9,0.06,-0.05,0.86,0.1,-0.06,2016-05-10
2776,2777,Kepler-725,b,Transit,1,39.64317811,1.11e-05,-1.11e-05,18h55m54.60s,283.977492,+44d48m41.6s,44.811562,778.0,61.4,-47.19,15.011,Kepler-band,5363.0,59.19,-62.84,0.88,0.04,-0.04,0.84,0.07,-0.05,2016-05-10
2777,2778,Kepler-726,b,Transit,1,21.80451088,4.512e-05,-4.512e-05,19h26m52.15s,291.717311,+44d53m14.3s,44.887306,838.0,85.17,-66.83,15.067,Kepler-band,5452.0,122.89,-94.31,0.88,0.05,-0.05,0.85,0.08,-0.07,2016-05-10
2778,2779,Kepler-727,b,Transit,1,5.15448442,8.58e-06,-8.58e-06,19h39m23.26s,294.846908,+45d02m03.9s,45.034416,892.0,102.89,-71.83,15.365,Kepler-band,5441.0,107.87,-157.44,0.89,0.05,-0.06,0.86,0.1,-0.06,2016-05-10
2779,2780,Kepler-728,b,Transit,1,5.74347727,7.17e-06,-7.17e-06,19h24m22.17s,291.092356,+45d06m55.9s,45.115528000000005,1236.0,169.29,-102.09,15.543,Kepler-band,5660.0,133.1,-108.4,0.95,0.06,-0.06,0.93,0.12,-0.07,2016-05-10
2780,2781,Kepler-729,b,Transit,1,3.16635371,2.42e-06,-2.42e-06,19h05m26.43s,286.360112,+45d24m51.5s,45.414295,1271.0,152.3,-92.13,15.603,Kepler-band,5633.0,71.02,-56.34,0.94,0.04,-0.06,0.91,0.11,-0.06,2016-05-10
2781,2782,Kepler-730,b,Transit,1,6.49168426,1.65e-06,-1.65e-06,19h02m13.15s,285.554804,+45d34m43.9s,45.578857,1455.0,405.92,-130.2,15.649000000000001,Kepler-band,5726.0,64.76,-67.38,1.0,0.05,-0.04,1.01,0.28,-0.09,2016-05-10
2782,2783,Kepler-731,b,Transit,1,3.85560355,2.9e-07,-2.9e-07,19h45m34.36s,296.39317400000004,+45d34m06.8s,45.568558,1311.0,302.36,-153.48,15.272,Kepler-band,5849.0,200.38,-139.51,1.03,0.09,-0.06,1.06,0.24,-0.12,2016-05-10
2783,2784,Kepler-732,b,Transit,2,9.46781405,6.18e-06,-6.18e-06,18h54m55.69s,283.732021,+45d57m31.6s,45.958771,150.0,11.13,-13.53,15.073,Kepler-band,3631.0,35.05,-37.03,0.49,0.03,-0.03,0.46,0.03,-0.03,2016-05-10
2784,2785,Kepler-732,c,Transit,2,0.89304124,4.6e-07,-4.6e-07,18h54m55.69s,283.732021,+45d57m31.6s,45.958771,150.0,11.13,-13.53,15.073,Kepler-band,3631.0,35.05,-37.03,0.49,0.03,-0.03,0.46,0.03,-0.03,2016-05-10
2785,2786,Kepler-733,b,Transit,1,20.83424726,5.682e-05,-5.682e-05,19h32m04.39s,293.018285,+45d54m52.9s,45.914691999999995,980.0,89.42,-63.68,15.412,Kepler-band,5418.0,89.83,-94.34,0.9,0.04,-0.05,0.86,0.08,-0.05,2016-05-10
2786,2787,Kepler-734,b,Transit,1,6.10485286,2.89e-06,-2.89e-06,19h48m10.95s,297.045638,+46d01m38.5s,46.027363,553.0,23.23,-22.51,15.017000000000001,Kepler-band,5326.0,51.69,-44.6,0.85,0.03,-0.04,0.78,0.03,-0.03,2016-05-10
2787,2788,Kepler-735,b,Transit,1,11.51516988,1.516e-05,-1.516e-05,18h58m45.33s,284.688884,+46d10m20.1s,46.172249,790.0,39.64,-33.1,15.386,Kepler-band,5107.0,42.91,-45.51,0.85,0.03,-0.04,0.8,0.04,-0.03,2016-05-10
2788,2789,Kepler-736,b,Transit,1,3.60147201,5.43e-06,-5.43e-06,19h01m33.92s,285.391321,+46d10m51.4s,46.180939,1007.0,60.06,-55.57,15.732999999999999,Kepler-band,5217.0,50.31,-50.86,0.86,0.04,-0.05,0.81,0.05,-0.04,2016-05-10
2789,2790,Kepler-737,b,Transit,1,28.59915399,5.673e-05,-5.673e-05,19h27m27.08s,291.86284700000004,+46d25m45.3s,46.429256,195.0,14.08,-12.73,15.19,Kepler-band,3813.0,40.13,-38.49,0.51,0.03,-0.03,0.48,0.03,-0.02,2016-05-10
2790,2791,Kepler-738,b,Transit,1,24.58721573,8.802e-05,-8.802e-05,19h10m16.72s,287.569664,+46d34m04.3s,46.567859000000006,992.0,72.65,-70.33,15.597999999999999,Kepler-band,5327.0,66.34,-61.93,0.86,0.04,-0.05,0.82,0.06,-0.05,2016-05-10
2791,2792,Kepler-739,b,Transit,1,12.53248465,2.295e-05,-2.295e-05,19h20m16.32s,290.067985,+46d34m44.9s,46.57914,1128.0,146.14,-88.8,15.485,Kepler-band,5601.0,89.95,-87.84,0.93,0.05,-0.06,0.9,0.11,-0.07,2016-05-10
2792,2793,Kepler-74,b,Transit,1,7.340711,6e-06,-6e-06,19h32m22.21s,293.092525,+41d21m19.9s,41.355523,1330.0,170.0,-170.0,14.23,V (Johnson),6000.0,100.0,-100.0,1.18,0.04,-0.04,1.12,0.04,-0.04,2015-01-29
2793,2794,Kepler-740,b,Transit,1,3.58410122,1.99e-06,-1.99e-06,19h05m55.74s,286.482254,+46d41m32.8s,46.692451,1262.0,143.42,-79.76,15.954,Kepler-band,5438.0,62.55,-80.55,0.91,0.04,-0.04,0.87,0.1,-0.05,2016-05-10
2794,2795,Kepler-741,b,Transit,1,7.03902374,1.488e-05,-1.488e-05,19h17m43.61s,289.43170299999997,+46d37m03.1s,46.617531,1530.0,517.38,-193.1,15.067,Kepler-band,6129.0,80.64,-111.81,1.16,0.13,-0.08,1.24,0.42,-0.15,2016-05-10
2795,2796,Kepler-742,b,Transit,1,8.36086824,6.31e-06,-6.31e-06,18h55m27.84s,283.866019,+46d47m22.5s,46.789589,499.0,19.86,-21.07,15.222999999999999,Kepler-band,4642.0,41.76,-44.03,0.76,0.03,-0.04,0.71,0.02,-0.03,2016-05-10
2796,2797,Kepler-743,b,Transit,1,3.17926292,2.52e-06,-2.52e-06,19h42m17.80s,295.57416800000004,+42d48m23.2s,42.806436,258.0,7.01,-7.17,12.55,Kepler-band,5486.0,77.47,-78.82,0.94,0.03,-0.03,0.85,0.02,-0.02,2016-05-10
2797,2798,Kepler-744,b,Transit,1,12.06222443,2.649e-05,-2.649e-05,19h45m59.07s,296.496136,+47d10m58.3s,47.182865,486.0,34.28,-26.91,13.581,Kepler-band,5594.0,84.04,-77.39,0.94,0.04,-0.04,0.93,0.06,-0.05,2016-05-10
2798,2799,Kepler-745,b,Transit,1,9.93143556,5.945e-05,-5.945e-05,19h25m59.86s,291.49942999999996,+37d03m33.4s,37.059283,1199.0,315.69,-128.59,15.214,Kepler-band,5849.0,106.52,-158.12,1.04,0.07,-0.07,1.04,0.28,-0.1,2016-05-10
2799,2800,Kepler-746,b,Transit,1,3.48159251,1.115e-05,-1.115e-05,19h22m43.74s,290.682243,+37d21m18.4s,37.355117,450.0,50.64,-34.82,13.615,Kepler-band,5418.0,87.09,-89.83,0.91,0.04,-0.03,0.93,0.1,-0.07,2016-05-10
2800,2801,Kepler-747,b,Transit,1,35.61760587,5.345e-05,-5.345e-05,19h13m39.96s,288.416503,+41d01m47.3s,41.029804,855.0,50.21,-51.03,15.703,Kepler-band,5096.0,70.39,-92.77,0.82,0.04,-0.05,0.78,0.04,-0.04,2016-05-10
2801,2802,Kepler-748,b,Transit,1,7.40742793,3.434e-05,-3.434e-05,19h29m03.10s,292.262899,+37d14m13.2s,37.236992,1271.0,325.65,-148.18,15.242,Kepler-band,5934.0,95.16,-141.93,1.07,0.09,-0.07,1.1,0.28,-0.12,2016-05-10
2802,2803,Kepler-749,b,Transit,1,17.31716585,4.602e-05,-4.602e-05,19h59m35.34s,299.89723,+43d54m14.1s,43.903908,753.0,66.39,-61.74,15.759,Kepler-band,5009.0,218.03,-165.4,0.79,0.06,-0.05,0.75,0.06,-0.06,2016-05-10
2803,2804,Kepler-75,b,Transit,1,8.8849116,3.4e-06,-3.4e-06,19h24m33.02s,291.13759300000004,+36d34m38.6s,36.577386,1140.0,250.0,-160.0,15.264000000000001,Kepler-band,5200.0,100.0,-100.0,0.91,0.04,-0.04,0.89,0.02,-0.02,2015-01-29
2804,2805,Kepler-750,b,Transit,2,9.42887179,2.438e-05,-2.438e-05,19h16m23.25s,289.096874,+44d00m15.8s,44.004379,1181.0,409.7,-160.03,14.5,Kepler-band,6160.0,90.96,-121.55,1.15,0.14,-0.08,1.23,0.42,-0.16,2016-05-10
2805,2806,Kepler-750,c,Transit,2,4.08899022,1.934e-05,-1.934e-05,19h16m23.25s,289.096874,+44d00m15.8s,44.004379,1181.0,409.7,-160.03,14.5,Kepler-band,6160.0,90.96,-121.55,1.15,0.14,-0.08,1.23,0.42,-0.16,2016-05-10
2806,2807,Kepler-751,b,Transit,1,17.44490636,4.2e-05,-4.2e-05,19h39m22.52s,294.843831,+44d04m39.7s,44.077686,748.0,73.71,-56.49,15.007,Kepler-band,5387.0,131.81,-138.29,0.87,0.05,-0.06,0.84,0.08,-0.06,2016-05-10
2807,2808,Kepler-752,b,Transit,1,18.82747265,8.811e-05,-8.811e-05,19h29m04.35s,292.268128,+37d57m20.4s,37.955653999999996,1075.0,98.23,-80.09,15.762,Kepler-band,5373.0,161.73,-107.25,0.87,0.05,-0.06,0.83,0.07,-0.06,2016-05-10
2808,2809,Kepler-753,b,Transit,1,5.74772501,8.38e-06,-8.38e-06,19h27m36.79s,291.903273,+37d54m08.2s,37.902288,278.0,10.04,-12.07,14.495999999999999,Kepler-band,4346.0,51.36,-39.68,0.68,0.03,-0.03,0.65,0.02,-0.02,2016-05-10
2809,2810,Kepler-754,b,Transit,1,14.5596237,0.0002013,-0.0002013,19h33m00.99s,293.254104,+37d50m46.3s,37.846191999999995,1192.0,281.57,-141.53,15.16,Kepler-band,5935.0,126.07,-181.97,1.06,0.08,-0.08,1.08,0.26,-0.12,2016-05-10
2810,2811,Kepler-755,b,Transit,2,1.26909037,1e-06,-1e-06,19h47m26.64s,296.860998,+41d05m50.4s,41.097338,368.0,12.21,-12.03,13.999,Kepler-band,5043.0,89.62,-83.54,0.82,0.03,-0.04,0.77,0.02,-0.02,2016-05-10
2811,2812,Kepler-755,c,Transit,2,2.85313364,4.12e-06,-4.12e-06,19h47m26.64s,296.860998,+41d05m50.4s,41.097338,368.0,12.21,-12.03,13.999,Kepler-band,5043.0,89.62,-83.54,0.82,0.03,-0.04,0.77,0.02,-0.02,2016-05-10
2812,2813,Kepler-756,b,Transit,1,1.22486632,3.84e-06,-3.84e-06,19h22m25.91s,290.607939,+41d12m03.9s,41.201093,852.0,65.64,-74.99,15.376,Kepler-band,5282.0,97.87,-62.48,0.82,0.06,-0.06,0.79,0.06,-0.07,2016-05-10
2813,2814,Kepler-757,b,Transit,1,1.02267882,2.44e-06,-2.44e-06,19h46m43.31s,296.680438,+41d23m11.5s,41.386515,1016.0,349.26,-177.34,14.802999999999999,Kepler-band,6014.0,221.13,-288.93,1.08,0.14,-0.11,1.13,0.38,-0.18,2016-05-10
2814,2815,Kepler-758,b,Transit,4,12.1097104,7.142e-05,-7.142e-05,19h32m20.31s,293.084606,+41d08m07.6s,41.135436,1353.0,292.62,-212.6,14.347999999999999,Kepler-band,6228.0,72.21,-60.59,1.16,0.12,-0.08,1.42,0.31,-0.23,2016-05-10
2815,2816,Kepler-758,c,Transit,4,4.75793986,3.846e-05,-3.846e-05,19h32m20.31s,293.084606,+41d08m07.6s,41.135436,1353.0,292.62,-212.6,14.347999999999999,Kepler-band,6228.0,72.21,-60.59,1.16,0.12,-0.08,1.42,0.31,-0.23,2016-05-10
2816,2817,Kepler-758,d,Transit,4,20.4966197,0.0002282,-0.0002282,19h32m20.31s,293.084606,+41d08m07.6s,41.135436,1353.0,292.62,-212.6,14.347999999999999,Kepler-band,6228.0,72.21,-60.59,1.16,0.12,-0.08,1.42,0.31,-0.23,2016-05-10
2817,2818,Kepler-758,e,Transit,4,8.1934719,0.0001036,-0.0001036,19h32m20.31s,293.084606,+41d08m07.6s,41.135436,1353.0,292.62,-212.6,14.347999999999999,Kepler-band,6228.0,72.21,-60.59,1.16,0.12,-0.08,1.42,0.31,-0.23,2016-05-10
2818,2819,Kepler-759,b,Transit,1,41.805985,0.0002082,-0.0002082,19h20m31.56s,290.13150099999996,+41d22m53.4s,41.381498,892.0,192.1,-87.3,14.502,Kepler-band,5860.0,94.6,-133.91,1.04,0.06,-0.06,1.04,0.22,-0.09,2016-05-10
2820,2821,Kepler-760,b,Transit,2,8.70419416,1.277e-05,-1.277e-05,19h10m22.37s,287.593209,+44d10m45.9s,44.179417,782.0,67.76,-43.55,15.07,Kepler-band,5322.0,65.68,-81.73,0.89,0.04,-0.04,0.85,0.07,-0.04,2016-05-10
2821,2822,Kepler-760,c,Transit,2,2.46697439,6.58e-06,-6.58e-06,19h10m22.37s,287.593209,+44d10m45.9s,44.179417,782.0,67.76,-43.55,15.07,Kepler-band,5322.0,65.68,-81.73,0.89,0.04,-0.04,0.85,0.07,-0.04,2016-05-10
2822,2823,Kepler-761,b,Transit,1,10.12804789,2.905e-05,-2.905e-05,19h22m00.86s,290.503604,+44d08m36.9s,44.143581,867.0,103.7,-75.49,14.743,Kepler-band,5706.0,130.9,-104.39,0.95,0.06,-0.06,0.93,0.11,-0.07,2016-05-10
2823,2824,Kepler-762,b,Transit,1,3.7705521,9.4e-07,-9.4e-07,19h25m06.15s,291.27563399999997,+47d19m46.2s,47.329491,1465.0,303.43,-153.41,15.439,Kepler-band,5944.0,98.94,-123.9,1.06,0.07,-0.06,1.08,0.23,-0.11,2016-05-10
2824,2825,Kepler-763,b,Transit,1,1.19655156,3.56e-06,-3.56e-06,19h28m34.67s,292.144477,+47d09m26.5s,47.157352,902.0,56.07,-46.47,15.692,Kepler-band,5166.0,75.73,-93.71,0.84,0.04,-0.04,0.8,0.05,-0.04,2016-05-10
2825,2826,Kepler-764,b,Transit,1,7.33683936,3.735e-05,-3.735e-05,19h49m34.36s,297.393183,+47d09m52.7s,47.164627,1013.0,117.78,-80.44,15.302,Kepler-band,5557.0,132.83,-102.61,0.92,0.05,-0.05,0.89,0.1,-0.07,2016-05-10
2826,2827,Kepler-765,b,Transit,1,27.6655226,0.0001297,-0.0001297,18h52m44.31s,283.184612,+47d09m20.4s,47.15567,1000.0,214.94,-95.83,14.609000000000002,Kepler-band,5901.0,81.23,-89.97,1.05,0.06,-0.06,1.06,0.23,-0.1,2016-05-10
2827,2828,Kepler-766,b,Transit,1,6.10027804,1.64e-05,-1.64e-05,19h32m44.29s,293.184531,+37d58m11.5s,37.969851,1614.0,436.19,-196.98,15.677999999999999,Kepler-band,5992.0,95.54,-140.96,1.1,0.09,-0.07,1.15,0.31,-0.13,2016-05-10
2828,2829,Kepler-767,b,Transit,1,161.5280101,0.0003086,-0.0003086,19h26m19.00s,291.579173,+38d02m09.0s,38.035828,1185.0,157.84,-104.47,15.435,Kepler-band,5694.0,163.45,-124.14,0.96,0.06,-0.06,0.94,0.12,-0.08,2016-05-10
2829,2830,Kepler-768,b,Transit,1,11.3910025,7.499e-05,-7.499e-05,19h36m27.76s,294.115656,+38d23m36.5s,38.393485,795.0,63.98,-53.61,15.681,Kepler-band,5108.0,177.47,-165.03,0.82,0.05,-0.05,0.78,0.05,-0.05,2016-05-10
2830,2831,Kepler-769,b,Transit,2,7.42608998,1.952e-05,-1.952e-05,19h30m51.14s,292.713101,+38d21m29.6s,38.358213,1362.0,567.34,-216.52,14.818,Kepler-band,6186.0,127.24,-184.13,1.19,0.17,-0.11,1.28,0.55,-0.19,2016-05-10
2831,2832,Kepler-769,c,Transit,2,15.9870174,0.0001999,-0.0001999,19h30m51.14s,292.713101,+38d21m29.6s,38.358213,1362.0,567.34,-216.52,14.818,Kepler-band,6186.0,127.24,-184.13,1.19,0.17,-0.11,1.28,0.55,-0.19,2016-05-10
2832,2833,Kepler-77,b,Transit,1,3.57878087,2.3e-07,-2.3e-07,19h18m25.91s,289.607956,+44d20m43.5s,44.345425,570.0,70.0,-70.0,13.937999999999999,Kepler-band,5520.0,60.0,-60.0,0.95,0.04,-0.04,0.99,0.02,-0.02,2014-05-14
2833,2834,Kepler-770,b,Transit,3,18.92540274,5.291e-05,-5.291e-05,19h05m57.70s,286.49042799999995,+38d22m29.7s,38.374907,761.0,105.6,-58.2,14.604000000000001,Kepler-band,5598.0,127.6,-124.54,0.94,0.05,-0.06,0.92,0.12,-0.07,2016-05-10
2834,2835,Kepler-770,c,Transit,3,1.47532231,4.19e-06,-4.19e-06,19h05m57.70s,286.49042799999995,+38d22m29.7s,38.374907,761.0,105.6,-58.2,14.604000000000001,Kepler-band,5598.0,127.6,-124.54,0.94,0.05,-0.06,0.92,0.12,-0.07,2016-05-10
2835,2836,Kepler-770,d,Transit,3,4.15244722,1.685e-05,-1.685e-05,19h05m57.70s,286.49042799999995,+38d22m29.7s,38.374907,761.0,105.6,-58.2,14.604000000000001,Kepler-band,5598.0,127.6,-124.54,0.94,0.05,-0.06,0.92,0.12,-0.07,2016-05-10
2836,2837,Kepler-771,b,Transit,1,8.73485836,4.732e-05,-4.732e-05,19h09m46.58s,287.44409,+38d05m18.4s,38.088431,1000.0,177.56,-115.9,14.794,Kepler-band,5906.0,145.88,-193.81,1.03,0.08,-0.07,1.05,0.18,-0.11,2016-05-10
2837,2838,Kepler-772,b,Transit,1,12.99207337,5.428e-05,-5.428e-05,19h25m41.66s,291.423583,+38d12m59.7s,38.216590999999994,689.0,135.71,-90.82,13.974,Kepler-band,5714.0,67.61,-85.03,0.98,0.04,-0.04,1.11,0.22,-0.15,2016-05-10
2838,2839,Kepler-773,b,Transit,1,3.74910006,7.14e-06,-7.14e-06,19h23m32.32s,290.884667,+38d03m27.2s,38.057567,528.0,28.74,-24.38,13.333,Kepler-band,5850.0,76.73,-65.3,1.04,0.04,-0.03,1.01,0.05,-0.04,2016-05-10
2839,2840,Kepler-774,b,Transit,1,11.0895723,4.373e-05,-4.373e-05,19h24m07.66s,291.03193,+38d12m43.0s,38.211956,1190.0,169.66,-202.39,12.808,Kepler-band,6403.0,86.23,-76.7,1.57,0.11,-0.14,2.42,0.34,-0.41,2016-05-10
2840,2841,Kepler-775,b,Transit,1,0.97486893,8e-07,-8e-07,19h25m43.99s,291.43329700000004,+41d42m12.4s,41.703438,400.0,11.51,-12.42,13.507,Kepler-band,5468.0,67.97,-70.49,0.92,0.03,-0.03,0.84,0.02,-0.02,2016-05-10
2841,2842,Kepler-776,b,Transit,1,4.89718784,1.969e-05,-1.969e-05,19h09m05.43s,287.27263999999997,+41d38m08.0s,41.635559,727.0,38.76,-36.71,15.456,Kepler-band,5071.0,57.15,-86.62,0.83,0.04,-0.04,0.78,0.04,-0.04,2016-05-10
2842,2843,Kepler-777,b,Transit,1,5.72812599,2.019e-05,-2.019e-05,18h50m53.77s,282.724059,+44d20m47.3s,44.346478000000005,383.0,18.18,-20.18,15.95,Kepler-band,4043.0,36.21,-34.4,0.58,0.02,-0.03,0.56,0.02,-0.02,2016-05-10
2843,2844,Kepler-778,b,Transit,1,3.75574426,1.083e-05,-1.083e-05,19h09m54.58s,287.477437,+44d14m15.1s,44.237514000000004,899.0,49.81,-63.02,15.764000000000001,Kepler-band,5102.0,71.96,-62.12,0.81,0.04,-0.05,0.77,0.04,-0.05,2016-05-10
2844,2845,Kepler-779,b,Transit,1,7.09714223,2.921e-05,-2.921e-05,19h02m30.85s,285.628532,+44d18m39.2s,44.310889,224.0,18.09,-16.66,15.649000000000001,Kepler-band,3804.0,35.65,-34.03,0.46,0.03,-0.03,0.44,0.03,-0.03,2016-05-10
2846,2847,Kepler-780,b,Transit,1,0.67737516,1.25e-06,-1.25e-06,18h47m03.93s,281.766389,+44d17m33.2s,44.292549,520.0,50.1,-32.91,13.325999999999999,Kepler-band,5769.0,62.55,-57.06,1.01,0.03,-0.03,1.02,0.1,-0.06,2016-05-10
2847,2848,Kepler-781,b,Transit,1,13.2140732,3.577e-05,-3.577e-05,19h10m36.87s,287.653619,+47d24m53.3s,47.414811,1036.0,63.55,-79.7,15.987,Kepler-band,5162.0,64.88,-64.49,0.81,0.04,-0.05,0.78,0.04,-0.06,2016-05-10
2848,2849,Kepler-782,b,Transit,1,158.6853308,0.0004373,-0.0004373,19h15m28.38s,288.868231,+47d45m34.0s,47.759434000000006,412.0,52.3,-36.74,12.783,Kepler-band,5867.0,70.1,-61.94,0.98,0.05,-0.05,1.01,0.13,-0.09,2016-05-10
2849,2850,Kepler-783,b,Transit,1,4.29264638,3.429e-05,-3.429e-05,19h24m15.10s,291.062936,+47d29m05.3s,47.484803,544.0,27.74,-21.95,13.915999999999999,Kepler-band,5521.0,66.78,-52.89,0.93,0.03,-0.04,0.89,0.04,-0.03,2016-05-10
2850,2851,Kepler-784,b,Transit,1,31.5922646,0.0006809,-0.0006809,19h43m40.96s,295.920663,+47d26m55.0s,47.448615999999994,604.0,128.23,-117.05,13.29,Kepler-band,5674.0,74.62,-83.91,1.0,0.07,-0.05,1.32,0.28,-0.26,2016-05-10
2851,2852,Kepler-785,b,Transit,1,1.97376093,1e-07,-1e-07,19h28m16.39s,292.068304,+38d50m32.1s,38.842261,666.0,28.64,-30.11,15.715,Kepler-band,4739.0,115.49,-69.98,0.77,0.03,-0.04,0.71,0.02,-0.03,2016-05-10
2852,2853,Kepler-786,b,Transit,1,53.5293487,0.0002571,-0.0002571,19h34m58.55s,293.743938,+38d56m21.4s,38.939276,512.0,12.77,-11.46,14.887,Kepler-band,4838.0,59.77,-45.6,0.81,0.02,-0.03,0.74,0.01,-0.01,2016-05-10
2853,2854,Kepler-787,b,Transit,1,0.9283105,2.2e-06,-2.2e-06,19h26m46.19s,291.69246499999997,+38d34m22.5s,38.572907,468.0,20.01,-18.79,15.854000000000001,Kepler-band,4248.0,40.9,-33.57,0.65,0.03,-0.02,0.62,0.02,-0.02,2016-05-10
2854,2855,Kepler-788,b,Transit,1,8.39846269,5.719e-05,-5.719e-05,19h20m00.10s,290.00041400000003,+38d32m23.6s,38.539892,1649.0,518.84,-248.29,15.290999999999999,Kepler-band,6159.0,129.54,-186.01,1.16,0.13,-0.1,1.23,0.39,-0.17,2016-05-10
2855,2856,Kepler-789,b,Transit,1,8.63847725,3.071e-05,-3.071e-05,19h43m54.04s,295.975153,+38d56m47.9s,38.946652,915.0,188.14,-103.69,14.507,Kepler-band,5870.0,204.63,-120.74,1.01,0.09,-0.07,1.02,0.2,-0.11,2016-05-10
2860,2861,Kepler-790,b,Transit,1,13.73469807,4.026e-05,-4.026e-05,19h07m40.11s,286.917117,+38d52m20.0s,38.872221,727.0,51.44,-45.55,15.187000000000001,Kepler-band,5208.0,139.26,-114.14,0.84,0.04,-0.05,0.8,0.05,-0.05,2016-05-10
2861,2862,Kepler-791,b,Transit,1,14.5539759,0.0001002,-0.0001002,19h34m23.00s,293.595841,+39d01m46.1s,39.029477,1447.0,591.83,-254.89,14.377,Kepler-band,6383.0,218.04,-160.88,1.3,0.21,-0.12,1.47,0.61,-0.25,2016-05-10
2862,2863,Kepler-792,b,Transit,1,11.30119217,6.491e-05,-6.491e-05,19h28m01.64s,292.00681299999997,+38d49m14.6s,38.820733000000004,1205.0,298.31,-144.83,14.981,Kepler-band,5971.0,136.24,-175.96,1.09,0.09,-0.07,1.12,0.28,-0.13,2016-05-10
