,row_id,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_optmag,st_optband,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2
857,858,Kepler-1019 b,Transit,1,1.808936406038618e-07,7.5e-07,-7.5e-07,18h54m52.21s,283.71752599999996,+47d12m16.0s,47.204449,0.022925128195471465,9.14,-12.43,0.6601036269430052,Kepler-band,4433.0,43.73,-45.09,0.17525773195876287,0.03,-0.05,0.67,0.02,-0.04
858,859,Kepler-102 b,Transit,5,7.11815585557007e-07,6.12e-05,-6.12e-05,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,0.027789710384745297,9.78,-12.70333333,0.55139896373057,Kepler-band,4909.0,41.0,-41.0,0.20360824742268044,0.04,-0.09,0.76,0.07,-0.07
859,860,Kepler-102 c,Transit,5,9.562621639368484e-07,0.00012156700000000001,-0.00012156700000000001,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,0.032654292585788273,10.42,-12.97666667,0.55139896373057,Kepler-band,4909.0,41.0,-41.0,0.20360824742268044,0.04,-0.09,0.76,0.07,-0.07
860,861,Kepler-102 d,Transit,5,1.4001361420549527e-06,0.000181975,-0.000181975,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,0.037518874775062105,11.06,-13.25,0.55139896373057,Kepler-band,4909.0,41.0,-41.0,0.20360824742268044,0.04,-0.09,0.76,0.07,-0.07
861,862,Kepler-102 e,Transit,5,2.1993142341769367e-06,0.000242383,-0.000242383,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,0.04238345696433594,11.7,-13.52333333,0.55139896373057,Kepler-band,4909.0,41.0,-41.0,0.20360824742268044,0.04,-0.09,0.76,0.07,-0.07
862,863,Kepler-102 f,Transit,5,3.7483416506846803e-06,0.000302792,-0.000302792,18h45m55.86s,281.482749,+47d12m28.9s,47.208031,0.04724803916537892,12.34,-13.79666667,0.55139896373057,Kepler-band,4909.0,41.0,-41.0,0.20360824742268044,0.04,-0.09,0.76,0.07,-0.07
863,864,Kepler-1020 b,Transit,1,1.3263622536040272e-05,0.0003632,-0.0003632,19h30m41.41s,292.672551,+46d22m38.7s,46.377421999999996,0.05211262135465275,12.98,-14.07,0.6829533678756476,Kepler-band,5227.0,66.71,-60.63,0.21907216494845363,0.03,-0.03,0.8,0.02,-0.02
864,865,Kepler-1021 b,Transit,1,1.8334232310004138e-06,3.21e-05,-3.21e-05,19h40m49.18s,295.204905,+42d33m34.9s,42.559681,0.09812999968223292,88.53,-67.3,0.741658031088083,Kepler-band,5431.0,143.14,-143.99,0.22422680412371135,0.05,-0.05,0.86,0.09,-0.06
865,866,Kepler-1022 b,Transit,1,1.4936976199298316e-06,1.88e-05,-1.88e-05,19h17m24.48s,289.35200499999996,+46d58m25.4s,46.973728,0.05317184489671981,20.19,-23.27,0.7533160621761658,Kepler-band,4445.0,49.47,-51.77,0.17783505154639176,0.03,-0.04,0.68,0.02,-0.03
866,867,Kepler-1023 b,Transit,1,8.499735052188963e-06,0.00021989999999999998,-0.00021989999999999998,19h16m07.14s,289.029742,+49d46m10.9s,49.769707000000004,0.08035858247644109,78.27,-44.16,0.7082901554404145,Kepler-band,5494.0,75.28,-98.69,0.23453608247422683,0.04,-0.04,0.89,0.1,-0.05
867,868,Kepler-1024 b,Transit,1,9.085686004675187e-06,0.00035380000000000003,-0.00035380000000000003,19h27m48.24s,291.950991,+38d15m06.1s,38.251698,0.11931447052357418,64.86,-69.53,0.7840932642487045,Kepler-band,5143.0,126.73,-76.37,0.20360824742268044,0.04,-0.05,0.78,0.04,-0.05
868,869,Kepler-1025 b,Transit,1,5.1003073250178016e-06,0.00013630000000000003,-0.00013630000000000003,18h58m02.45s,284.510201,+43d57m42.0s,43.961665999999994,0.08388932761666464,148.44,-82.28,0.6592227979274612,Kepler-band,6089.0,102.4,-95.52,0.27577319587628873,0.08,-0.07,1.13,0.23,-0.12
869,870,Kepler-1026 b,Transit,1,4.98971225515045e-06,0.00010369999999999999,-0.00010369999999999999,18h54m25.26s,283.605263,+39d59m52.7s,39.99798,0.04540420558822802,19.89,-21.87,0.6945077720207254,Kepler-band,4948.0,85.79,-89.37,0.1984536082474227,0.04,-0.04,0.75,0.03,-0.04
870,871,Kepler-1027 b,Transit,1,2.4891766199704076e-07,2.46e-06,-2.46e-06,19h10m17.08s,287.571185,+42d48m50.1s,42.813922999999996,0.033870438130164444,7.82,-6.58,0.6218652849740932,Kepler-band,5436.0,66.85,-58.48,0.2293814432989691,0.03,-0.02,0.82,0.02,-0.02
871,872,Kepler-1028 b,Transit,1,3.320435698792384e-07,4.95e-06,-4.95e-06,19h18m22.34s,289.593097,+49d46m52.2s,49.781158000000005,0.07412093272871283,69.95,-51.06,0.6981865284974093,Kepler-band,5522.0,102.65,-78.23,0.22680412371134023,0.05,-0.06,0.87,0.1,-0.07
872,873,Kepler-1029 b,Transit,1,5.927383895568632e-07,8.9e-06,-8.9e-06,19h28m31.91s,292.132976,+41d32m51.1s,41.547540000000005,0.049288025242473915,23.2,-22.95,0.6974093264248705,Kepler-band,5030.0,68.38,-91.81,0.20618556701030927,0.04,-0.04,0.77,0.04,-0.04
873,874,Kepler-103 b,Transit,2,2.174615603733057e-06,3.0799999999999996e-05,-3.0799999999999996e-05,19h15m56.29s,288.984555,+40d03m52.3s,40.064521,0.06392100231969954,29.21666667,-29.38,0.5925906735751295,Kepler-band,5845.0,88.0,-88.0,0.27577319587628873,0.07,-0.07,1.44,0.04,-0.04
874,875,Kepler-103 c,Transit,2,2.4591958348033603e-05,5.28e-05,-5.28e-05,19h15m56.29s,288.984555,+40d03m52.3s,40.064521,0.07855397940869434,35.23333333,-35.81,0.5925906735751295,Kepler-band,5845.0,88.0,-88.0,0.27577319587628873,0.07,-0.07,1.44,0.04,-0.04
875,876,Kepler-1030 b,Transit,1,2.635454535486617e-06,7.47e-05,-7.47e-05,19h34m43.66s,293.681915,+45d49m03.2s,45.817559,0.09318695648591997,41.25,-42.24,0.7704145077720207,Kepler-band,4983.0,78.38,-85.01,0.20103092783505158,0.04,-0.04,0.76,0.04,-0.04
876,877,Kepler-1031 b,Transit,1,1.5554945809716633e-07,4.51e-06,-4.51e-06,19h44m21.54s,296.08974700000005,+48d57m19.4s,48.955376,0.08683161523351758,179.6,-89.39,0.6709844559585493,Kepler-band,6011.0,125.91,-133.3,0.27577319587628873,0.1,-0.07,1.12,0.27,-0.13
877,878,Kepler-1032 b,Transit,1,4.3827557530881526e-07,5.05e-06,-5.05e-06,19h19m43.41s,289.930872,+40d05m51.9s,40.097751,0.07106095360718577,20.92,-23.92,0.7721761658031087,Kepler-band,4647.0,57.14,-84.37,0.19329896907216496,0.03,-0.03,0.71,0.02,-0.02
878,879,Kepler-1033 b,Transit,1,1.023263268878961e-06,2.4100000000000003e-05,-2.4100000000000003e-05,18h55m22.83s,283.845142,+44d36m32.7s,44.609093,0.16733260443061437,230.34,-101.79,0.7842487046632123,Kepler-band,5547.0,59.76,-66.49,0.23711340206185566,0.04,-0.04,0.92,0.15,-0.06
879,880,Kepler-1034 b,Transit,1,1.6483977108931563e-06,3.32e-05,-3.32e-05,19h04m27.69s,286.115368,+37d58m01.2s,37.966997,0.08271241256992345,45.88,-46.12,0.7378238341968912,Kepler-band,5198.0,102.36,-86.25,0.20876288659793815,0.04,-0.04,0.8,0.05,-0.05
880,881,Kepler-1035 b,Transit,1,3.593659304927055e-07,3.71e-06,-3.71e-06,19h16m10.13s,289.042225,+42d52m57.0s,42.882488,0.04764034417703626,96.89,-39.28,0.628860103626943,Kepler-band,5763.0,114.35,-121.15,0.24742268041237117,0.06,-0.06,0.97,0.23,-0.09
881,882,Kepler-1036 b,Transit,1,1.682056178571654e-05,0.000709,-0.000709,19h40m43.59s,295.18163799999996,+49d56m44.8s,49.945786,0.05929180313977395,22.34,-20.21,0.6709844559585493,Kepler-band,5533.0,83.31,-69.58,0.23969072164948454,0.03,-0.04,0.89,0.04,-0.03
882,883,Kepler-1037 b,Transit,1,1.3329895782069235e-07,1.26e-06,-1.26e-06,19h45m21.85s,296.341029,+47d10m15.1s,47.170856,0.05270107887802334,25.02,-25.69,0.6932124352331607,Kepler-band,5105.0,96.95,-70.71,0.20618556701030927,0.04,-0.04,0.78,0.04,-0.04
883,884,Kepler-1038 b,Transit,1,2.0324607363502703e-05,0.0006894000000000001,-0.0006894000000000001,19h55m53.32s,298.97218399999997,+44d07m56.6s,44.132378,0.07282632617729753,74.94,-52.89,0.724818652849741,Kepler-band,5335.0,253.32,-212.93,0.21907216494845363,0.07,-0.06,0.83,0.09,-0.06
884,885,Kepler-1039 b,Transit,1,1.1564081650539035e-07,8.7e-07,-8.7e-07,19h53m18.38s,298.326591,+45d18m55.9s,45.315514,0.03775425778441034,23.57,-20.7,0.6888601036269429,Kepler-band,4870.0,194.18,-173.27,0.1984536082474227,0.05,-0.04,0.74,0.04,-0.04
885,886,Kepler-104 b,Transit,3,1.5529920343652255e-06,1.4999999999999999e-05,-1.4999999999999999e-05,19h10m25.11s,287.60461200000003,+42d10m00.4s,42.166779,0.04213826633352124,25.9575,-21.8925,0.60860103626943,Kepler-band,5711.0,74.0,-74.0,0.20360824742268044,0.0475,-0.04,1.35,0.22,-0.22
886,887,Kepler-104 c,Transit,3,3.2297943839674887e-06,5.6000000000000006e-05,-5.6000000000000006e-05,19h10m25.11s,287.60461200000003,+42d10m00.4s,42.166779,0.046522274882632136,28.345,-23.085,0.60860103626943,Kepler-band,5711.0,74.0,-74.0,0.20360824742268044,0.045,-0.04,1.35,0.22,-0.22
887,888,Kepler-104 d,Transit,3,7.077354568761723e-06,0.00016,-0.00016,19h10m25.11s,287.60461200000003,+42d10m00.4s,42.166779,0.05090628343174304,30.7325,-24.2775,0.60860103626943,Kepler-band,5711.0,74.0,-74.0,0.20360824742268044,0.0425,-0.04,1.35,0.22,-0.22
888,889,Kepler-1040 b,Transit,1,2.753845153533024e-05,0.001945,-0.001945,18h52m27.31s,283.113784,+48d07m53.0s,48.131393,0.05529029198085394,33.12,-25.47,0.6465284974093264,Kepler-band,5694.0,78.24,-65.65,0.24742268041237117,0.04,-0.04,0.96,0.06,-0.05
889,890,Kepler-1041 b,Transit,1,3.3790323447259574e-06,0.0001112,-0.0001112,19h35m31.62s,293.881768,+49d40m59.4s,49.683155,0.1148421933459577,206.21,-102.97,0.7067357512953368,Kepler-band,5957.0,107.73,-105.23,0.2680412371134021,0.07,-0.07,1.08,0.23,-0.11
890,891,Kepler-1042 b,Transit,1,1.3755232307902205e-06,3.0299999999999998e-05,-3.0299999999999998e-05,19h14m40.54s,288.668933,+39d49m26.4s,39.824006,0.07718091185023991,32.13,-48.91,0.7657512953367875,Kepler-band,4815.0,86.89,-79.62,0.18814432989690724,0.04,-0.05,0.72,0.03,-0.05
891,892,Kepler-1043 b,Transit,1,5.262278628400243e-06,0.0001785,-0.0001785,18h46m39.12s,281.662983,+47d34m06.9s,47.568584,0.09824769118690704,98.65,-65.25,0.7216062176165804,Kepler-band,5629.0,73.19,-67.58,0.23195876288659797,0.05,-0.06,0.9,0.1,-0.07
892,893,Kepler-1044 b,Transit,1,9.155318456225339e-07,1.87e-05,-1.87e-05,19h32m34.67s,293.144456,+46d39m58.5s,46.666237,0.17698330781389207,344.55,-170.91,0.7522279792746113,Kepler-band,5985.0,112.26,-124.51,0.2731958762886599,0.08,-0.07,1.11,0.25,-0.12
893,894,Kepler-1045 b,Transit,1,3.6054450434296632e-06,7.190000000000001e-05,-7.190000000000001e-05,18h56m43.99s,284.183296,+45d04m26.8s,45.074104,0.11390066130856476,67.86,-56.49,0.7638860103626942,Kepler-band,5301.0,56.01,-59.81,0.21649484536082475,0.04,-0.05,0.82,0.06,-0.05
894,895,Kepler-1046 b,Transit,1,1.956763594176817e-06,4.09e-05,-4.09e-05,19h47m01.38s,296.755759,+46d59m53.8s,46.998290999999995,0.06058640969118925,35.39,-29.27,0.6443523316062176,Kepler-band,5913.0,72.81,-81.92,0.2628865979381444,0.04,-0.04,1.04,0.07,-0.06
895,896,Kepler-1047 b,Transit,2,7.684655220143365e-06,0.00027560000000000003,-0.00027560000000000003,19h14m35.10s,288.646254,+50d47m20.3s,50.788982,0.06623560191554692,69.13,-45.45,0.6477202072538859,Kepler-band,5754.0,83.64,-75.6,0.2731958762886599,0.05,-0.04,1.13,0.14,-0.09
896,897,Kepler-1047 c,Transit,2,4.244205148626864e-07,2.0399999999999998e-05,-2.0399999999999998e-05,19h14m35.10s,288.646254,+50d47m20.3s,50.788982,0.06623560191554692,69.13,-45.45,0.6477202072538859,Kepler-band,5754.0,83.64,-75.6,0.2731958762886599,0.05,-0.04,1.13,0.14,-0.09
897,898,Kepler-1048 b,Transit,1,9.356580828589143e-07,2.42e-05,-2.42e-05,18h47m35.60s,281.898352,+42d09m56.8s,42.165787,0.04846418470975509,16.88,-20.68,0.7244559585492228,Kepler-band,4651.0,59.42,-62.38,0.18814432989690724,0.03,-0.04,0.7,0.03,-0.03
898,899,Kepler-1049 b,Transit,1,4.359937656914215e-07,5.31e-06,-5.31e-06,19h09m23.22s,287.346741,+47d46m22.6s,47.772957,0.014804414372957316,9.7,-8.94,0.6927461139896374,Kepler-band,3864.0,42.03,-41.5,0.12628865979381443,0.03,-0.03,0.49,0.03,-0.03
899,900,Kepler-105 b,Transit,2,7.28971750153743e-07,2e-05,-2e-05,19h11m32.96s,287.887325,+46d16m34.5s,46.276237,0.03151660803668208,52.79,-26.58333333,0.6187046632124351,Kepler-band,5827.0,94.0,-94.0,0.2422680412371134,0.05,-0.05,0.89,0.04,-0.04
900,901,Kepler-105 c,Transit,2,9.637662736191319e-07,0.0002,-0.0002,19h11m32.96s,287.887325,+46d16m34.5s,46.276237,0.04822880170040685,95.88,-44.22666667,0.6187046632124351,Kepler-band,5827.0,94.0,-94.0,0.2422680412371134,0.05,-0.05,0.89,0.04,-0.04
901,902,Kepler-1050 b,Transit,2,2.0942532191728687e-06,6.92e-05,-6.92e-05,18h51m42.00s,282.924996,+48d37m35.0s,48.626391999999996,0.06494099536413163,138.97,-61.87,0.6361139896373057,Kepler-band,6010.0,90.67,-99.65,0.27577319587628873,0.08,-0.07,1.13,0.29,-0.12
902,903,Kepler-1050 c,Transit,2,2.8818836810143804e-06,0.00011200000000000001,-0.00011200000000000001,18h51m42.00s,282.924996,+48d37m35.0s,48.626391999999996,0.06494099536413163,138.97,-61.87,0.6361139896373057,Kepler-band,6010.0,90.67,-99.65,0.27577319587628873,0.08,-0.07,1.13,0.29,-0.12
903,904,Kepler-1051 b,Transit,1,3.5440132221183963e-06,8.63e-05,-8.63e-05,19h40m37.95s,295.15810600000003,+40d53m55.9s,40.898849,0.11978523654227065,366.85,-202.4,0.6398963730569948,Kepler-band,6675.0,270.59,-222.6,0.36340206185567014,0.22,-0.16,1.73,0.62,-0.34
904,905,Kepler-1052 b,Transit,1,4.762071471499978e-06,0.000126,-0.000126,19h41m22.26s,295.342731,+46d36m08.2s,46.602264,0.1233159816824942,196.37,-117.31,0.7267357512953367,Kepler-band,5888.0,160.5,-173.26,0.26030927835051554,0.08,-0.07,1.03,0.19,-0.11
905,906,Kepler-1053 b,Transit,1,3.1830758751678087e-07,2.54e-06,-2.54e-06,19h25m40.47s,291.418635,+39d07m38.7s,39.127415,0.019747457569270276,8.71,-8.49,0.6376165803108808,Kepler-band,4529.0,81.74,-98.25,0.18556701030927836,0.03,-0.04,0.69,0.03,-0.03
906,907,Kepler-1054 b,Transit,1,5.775137879978265e-07,1.4300000000000002e-05,-1.4300000000000002e-05,19h22m24.28s,290.601152,+44d33m23.0s,44.556385,0.12319829017782008,453.08,-165.23,0.6883937823834196,Kepler-band,6209.0,106.61,-147.02,0.309278350515464,0.18,-0.1,1.34,0.58,-0.2
907,908,Kepler-1055 b,Transit,1,3.019630092314992e-07,3.47e-06,-3.47e-06,19h21m56.83s,290.486779,+44d55m57.4s,44.932617,0.049288025242473915,21.34,-18.86,0.6341968911917099,Kepler-band,5723.0,76.28,-61.68,0.24742268041237117,0.03,-0.04,0.94,0.04,-0.04
908,909,Kepler-1056 b,Transit,1,3.754095897331522e-06,0.0001457,-0.0001457,19h58m06.24s,299.52598,+46d53m57.3s,46.899260999999996,0.11390066130856476,414.07,-179.4,0.7098445595854923,Kepler-band,6127.0,199.75,-285.27,0.28350515463917536,0.2,-0.12,1.2,0.51,-0.21
909,910,Kepler-1057 b,Transit,1,1.917475118346172e-06,4.05e-05,-4.05e-05,19h49m48.52s,297.452152,+41d33m29.2s,41.558124,0.17168719010355676,514.61,-242.38,0.7654922279792745,Kepler-band,5987.0,293.78,-296.99,0.27061855670103097,0.15,-0.11,1.1,0.36,-0.17
910,911,Kepler-1058 b,Transit,1,1.5188322614750193e-05,0.001146,-0.001146,19h38m22.99s,294.595783,+45d52m30.1s,45.875034,0.06141025022390808,27.28,-34.51,0.758963730569948,Kepler-band,4644.0,89.85,-112.73,0.1829896907216495,0.04,-0.05,0.69,0.03,-0.04
911,912,Kepler-1059 b,Transit,1,5.032170966636926e-07,9.54e-06,-9.54e-06,19h16m52.85s,289.220209,+41d42m23.3s,41.706486,0.07882859291567755,39.99,-58.05,0.7582383419689119,Kepler-band,4906.0,81.53,-62.34,0.18814432989690724,0.04,-0.06,0.72,0.04,-0.06
912,913,Kepler-106 b,Transit,4,8.320758610239062e-07,6.86e-05,-6.86e-05,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,0.0832537934914244,65.166,-66.796,0.6234196891191709,Kepler-band,5858.0,114.0,-114.0,0.2525773195876289,0.06,-0.06,1.04,0.17,-0.17
913,914,Kepler-106 c,Transit,4,1.846588202396872e-06,0.00012772399999999999,-0.00012772399999999999,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,0.08767899406717124,90.34200000000001,-75.542,0.6234196891191709,Kepler-band,5858.0,114.0,-114.0,0.2525773195876289,0.06,-0.06,1.04,0.17,-0.17
914,915,Kepler-106 d,Transit,4,3.2725334255944338e-06,0.000186816,-0.000186816,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,0.09210419464291808,115.51799999999999,-84.288,0.6234196891191709,Kepler-band,5858.0,114.0,-114.0,0.2525773195876289,0.06,-0.06,1.04,0.17,-0.17
915,916,Kepler-106 e,Transit,4,5.993670445707344e-06,0.000245908,-0.000245908,20h03m27.35s,300.863971,+44d20m15.2s,44.337555,0.09652939521866492,140.694,-93.03399999999999,0.6234196891191709,Kepler-band,5858.0,114.0,-114.0,0.2525773195876289,0.06,-0.06,1.04,0.17,-0.17
916,917,Kepler-1060 b,Transit,1,6.409209724843238e-06,0.000305,-0.000305,19h04m06.05s,286.025189,+39d37m51.3s,39.630928999999995,0.10095459579441175,165.87,-101.78,0.7140932642487047,Kepler-band,5797.0,180.98,-198.61,0.25000000000000006,0.08,-0.07,0.99,0.19,-0.11
917,918,Kepler-1061 b,Transit,1,3.653803305674376e-07,3.88e-06,-3.88e-06,19h44m55.20s,296.230004,+50d16m30.8s,50.27523,0.06847174050435516,33.45,-28.54,0.643160621761658,Kepler-band,6067.0,71.81,-59.04,0.27577319587628873,0.04,-0.04,1.07,0.06,-0.05
918,919,Kepler-1062 b,Transit,1,1.2621115896549947e-06,2.3899999999999998e-05,-2.3899999999999998e-05,18h55m35.86s,283.899402,+41d13m17.8s,41.221607,0.0452865140835539,15.95,-16.69,0.7225906735751295,Kepler-band,4597.0,61.91,-73.2,0.18814432989690724,0.03,-0.04,0.7,0.02,-0.03
919,920,Kepler-1063 b,Transit,1,1.91630254024941e-06,2.8699999999999996e-05,-2.8699999999999996e-05,19h22m06.42s,290.52675,+38d08m34.7s,38.142973,0.042579609476049184,95.13,-48.81,0.5912435233160621,Kepler-band,5945.0,188.84,-155.38,0.27577319587628873,0.11,-0.07,1.14,0.3,-0.14
920,921,Kepler-1064 b,Transit,1,2.2534379636165753e-06,4.11e-05,-4.11e-05,19h26m57.99s,291.741637,+37d41m20.2s,37.688934,0.043638833018116246,11.51,-11.47,0.6686528497409326,Kepler-band,5153.0,80.62,-59.98,0.2139175257731959,0.03,-0.03,0.79,0.02,-0.02
921,922,Kepler-1065 b,Transit,2,4.820003648932144e-07,5.1e-06,-5.1e-06,19h38m02.70s,294.511258,+38d47m25.8s,38.790501,0.12649365230869541,190.09,-110.73,0.7611398963730569,Kepler-band,5635.0,166.04,-202.38,0.23711340206185566,0.07,-0.06,0.93,0.16,-0.09
922,923,Kepler-1065 c,Transit,2,3.122741326472915e-07,1.6899999999999997e-05,-1.6899999999999997e-05,19h38m02.70s,294.511258,+38d47m25.8s,38.790501,0.12649365230869541,190.09,-110.73,0.7611398963730569,Kepler-band,5635.0,166.04,-202.38,0.23711340206185566,0.07,-0.06,0.93,0.16,-0.09
923,924,Kepler-1066 b,Transit,1,2.521717223114468e-07,1.57e-06,-1.57e-06,19h55m27.98s,298.86656400000004,+46d30m08.1s,46.502239,0.0465811206349692,88.89,-48.38,0.6298963730569948,Kepler-band,5762.0,287.38,-209.47,0.24742268041237117,0.11,-0.07,0.98,0.2,-0.11
924,925,Kepler-1067 b,Transit,1,9.197575045791495e-08,2.73e-06,-2.73e-06,19h01m32.98s,285.387409,+45d02m56.6s,45.049053,0.08071165699046344,114.29,-50.5,0.6971502590673575,Kepler-band,5592.0,63.05,-65.87,0.23969072164948454,0.04,-0.04,0.93,0.16,-0.06
925,926,Kepler-1068 b,Transit,1,2.3058541163226677e-06,5.45e-05,-5.45e-05,19h38m35.56s,294.648164,+46d23m32.5s,46.392365000000005,0.17992559543074502,378.14,-166.32,0.775544041450777,Kepler-band,5806.0,123.65,-169.98,0.25515463917525777,0.07,-0.07,1.01,0.25,-0.1
926,927,Kepler-1069 b,Transit,1,3.261414192579559e-06,0.00014969999999999998,-0.00014969999999999998,19h23m55.04s,290.979329,+47d59m20.4s,47.989002,0.05081801480323745,76.6,-38.7,0.637461139896373,Kepler-band,5722.0,88.79,-104.94,0.25000000000000006,0.05,-0.05,0.98,0.17,-0.08
927,928,Kepler-107 b,Transit,4,4.2319051347753994e-07,1.1e-05,-1.1e-05,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,0.06505868686880574,156.126,-62.646,0.6029533678756477,Kepler-band,5851.0,75.0,-75.0,0.2613402061855671,0.08,-0.06,1.41,0.05,-0.05
928,929,Kepler-107 c,Transit,4,6.590025712021478e-07,1.6e-05,-1.6e-05,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,0.07929935893437402,235.65200000000002,-86.59200000000001,0.6029533678756477,Kepler-band,5851.0,75.0,-75.0,0.2726804123711341,0.11,-0.07,1.41,0.05,-0.05
929,930,Kepler-107 d,Transit,4,1.0777392887339361e-06,0.00010400000000000001,-0.00010400000000000001,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,0.09354003099994232,315.178,-110.538,0.6029533678756477,Kepler-band,5851.0,75.0,-75.0,0.28402061855670113,0.14,-0.08,1.41,0.05,-0.05
930,931,Kepler-107 e,Transit,4,2.0079921770051398e-06,3.4e-05,-3.4e-05,19h48m06.78s,297.028248,+48d12m31.0s,48.208611,0.10778070306551062,394.704,-134.484,0.6029533678756477,Kepler-band,5851.0,75.0,-75.0,0.29536082474226805,0.17,-0.09,1.41,0.05,-0.05
931,932,Kepler-1070 b,Transit,1,8.39850477558866e-07,1.9399999999999997e-05,-1.9399999999999997e-05,19h32m46.89s,293.195374,+49d18m59.4s,49.316502,0.1220213751310789,474.23,-158.43,0.6801554404145078,Kepler-band,6261.0,114.14,-114.36,0.30670103092783507,0.2,-0.1,1.32,0.61,-0.19
932,933,Kepler-1071 b,Transit,1,8.341476966660882e-07,1.3699999999999998e-05,-1.3699999999999998e-05,19h32m13.92s,293.057996,+45d14m55.7s,45.248816999999995,0.11307682077584592,33.86,-37.0,0.774663212435233,Kepler-band,5215.0,78.36,-83.32,0.21649484536082475,0.03,-0.04,0.81,0.03,-0.03
933,934,Kepler-1072 b,Transit,1,2.0251509977662926e-07,2.9e-06,-2.9e-06,19h28m10.65s,292.04438,+46d19m44.5s,46.329025,0.11448911883193534,433.82,-149.65,0.677720207253886,Kepler-band,6199.0,102.85,-123.19,0.3041237113402062,0.19,-0.09,1.32,0.6,-0.2
934,935,Kepler-1073 b,Transit,2,1.176462979001725e-06,2.4100000000000003e-05,-2.4100000000000003e-05,19h36m36.65s,294.1527,+38d13m59.0s,38.233048,0.09812999968223292,184.95,-97.84,0.7084455958549223,Kepler-band,5792.0,252.91,-186.16,0.2525773195876289,0.1,-0.07,1.0,0.21,-0.11
935,936,Kepler-1073 c,Transit,2,5.390570272460087e-07,1.4800000000000002e-05,-1.4800000000000002e-05,19h36m36.65s,294.1527,+38d13m59.0s,38.233048,0.09812999968223292,184.95,-97.84,0.7084455958549223,Kepler-band,5792.0,252.91,-186.16,0.2525773195876289,0.1,-0.07,1.0,0.21,-0.11
936,937,Kepler-1074 b,Transit,1,8.020491948973846e-07,1.4400000000000001e-05,-1.4400000000000001e-05,18h57m54.37s,284.47654500000004,+46d15m09.3s,46.252579,0.028456628915155015,10.93,-10.74,0.7345077720207254,Kepler-band,4002.0,33.45,-33.56,0.14948453608247422,0.02,-0.03,0.57,0.02,-0.02
937,938,Kepler-1075 b,Transit,1,1.9630436819260838e-07,2.7e-06,-2.7e-06,19h10m00.28s,287.501179,+47d28m09.4s,47.469269,0.030810459008637377,16.12,-16.9,0.7493782383419688,Kepler-band,3959.0,39.29,-38.69,0.1391752577319588,0.03,-0.03,0.54,0.02,-0.03
938,939,Kepler-1076 b,Transit,1,8.296675294871321e-07,2.11e-05,-2.11e-05,19h10m21.62s,287.590098,+51d03m38.1s,51.060574,0.023042819700145583,4.68,-5.68,0.624663212435233,Kepler-band,4868.0,38.24,-45.61,0.1984536082474227,0.03,-0.04,0.74,0.01,-0.02
939,940,Kepler-1077 b,Transit,1,4.6932166487266124e-06,0.00015030000000000002,-0.00015030000000000002,19h24m08.07s,291.033636,+42d16m04.3s,42.26786,0.12884748240217775,254.3,-106.41,0.7330569948186528,Kepler-band,5816.0,99.93,-113.54,0.2577319587628866,0.06,-0.05,1.02,0.23,-0.09
940,941,Kepler-1078 b,Transit,1,3.9952687208761647e-07,1.24e-05,-1.24e-05,19h32m48.14s,293.20058900000004,+43d03m00.1s,43.050036999999996,0.1426173884490496,163.49,-99.25,0.7652849740932641,Kepler-band,5612.0,100.22,-123.53,0.23711340206185566,0.05,-0.05,0.92,0.12,-0.07
941,942,Kepler-1079 b,Transit,1,1.80196243197936e-06,4.8899999999999996e-05,-4.8899999999999996e-05,19h58m11.88s,299.549499,+45d46m11.1s,45.769753,0.05623182401824688,94.52,-80.38,0.607979274611399,Kepler-band,5758.0,90.64,-84.62,0.2731958762886599,0.12,-0.06,1.36,0.27,-0.23
942,943,Kepler-108 b,Transit,2,6.725097989042287e-06,5.4000000000000005e-05,-5.4000000000000005e-05,19h38m14.20s,294.559169,+46d03m44.4s,46.062325,0.06435253784076103,141.66666669999998,-81.71666667,0.6116062176165804,Kepler-band,5854.0,92.0,-92.0,0.21907216494845363,0.11333333300000001,-0.06,2.19,0.12,-0.12
943,944,Kepler-108 c,Transit,2,2.6059286311471394e-05,0.0009880000000000002,-0.0009880000000000002,19h38m14.20s,294.559169,+46d03m44.4s,46.062325,0.07247325166327519,188.8133333,-83.05333333,0.6116062176165804,Kepler-band,5854.0,92.0,-92.0,0.21907216494845363,0.10666666699999999,-0.06,2.19,0.12,-0.12
