,row_id,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_optmag,st_optband,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2
3114,3115,Kepler-990 b,Transit,2,1.3460997413835225e-06,2.47e-05,-2.47e-05,19h51m45.17s,297.938209,+46d52m53.0s,46.881393,0.10942838413094826,242.95,-130.03,0.7071502590673575,Kepler-band,5948.0,211.07,-213.6,0.26546391752577325,0.12,-0.09,1.08,0.27,-0.14
3115,3116,Kepler-990 c,Transit,2,6.132164733729577e-08,6.7e-07,-6.7e-07,19h51m45.17s,297.938209,+46d52m53.0s,46.881393,0.10942838413094826,242.95,-130.03,0.7071502590673575,Kepler-band,5948.0,211.07,-213.6,0.26546391752577325,0.12,-0.09,1.08,0.27,-0.14
3116,3117,Kepler-991 b,Transit,1,1.1293636525260806e-05,0.0003449,-0.0003449,19h48m21.76s,297.09065499999997,+49d37m35.7s,49.626571999999996,0.043168066999419774,16.66,-16.5,0.7428497409326426,Kepler-band,4392.0,55.21,-44.76,0.1597938144329897,0.03,-0.03,0.61,0.02,-0.02
3117,3118,Kepler-992 b,Transit,1,2.7492655588185865e-06,5.02e-05,-5.02e-05,18h57m43.27s,284.43028,+47d38m30.4s,47.641785,0.03116353352265973,6.79,-7.68,0.6496891191709845,Kepler-band,4944.0,43.61,-46.1,0.20103092783505158,0.03,-0.03,0.74,0.02,-0.02
3118,3119,Kepler-993 b,Transit,1,3.012995837438038e-06,4.66e-05,-4.66e-05,19h30m27.38s,292.614101,+44d23m40.8s,44.394661,0.03469427866288327,14.99,-14.13,0.7832642487046632,Kepler-band,3843.0,50.16,-46.25,0.14175257731958762,0.02,-0.02,0.54,0.02,-0.02
3119,3120,Kepler-994 b,Transit,1,1.4526852509270807e-07,5.7e-07,-5.7e-07,19h16m17.33s,289.072225,+47d24m25.5s,47.407070000000004,0.019629766064596158,9.38,-9.36,0.7041450777202072,Kepler-band,3934.0,38.91,-35.14,0.1391752577319588,0.03,-0.03,0.54,0.02,-0.02
3120,3121,Kepler-995 b,Transit,1,3.859809695905345e-06,8.640000000000001e-05,-8.640000000000001e-05,18h58m27.77s,284.615727,+39d07m51.7s,39.131038000000004,0.07718091185023991,44.56,-44.11,0.728341968911917,Kepler-band,5206.0,110.94,-74.71,0.20876288659793815,0.04,-0.05,0.8,0.05,-0.05
3121,3122,Kepler-996 b,Transit,1,5.040937446197909e-07,8.06e-06,-8.06e-06,19h27m39.07s,291.91278900000003,+41d32m01.0s,41.533611,0.12884748240217775,345.52,-146.78,0.7159585492227979,Kepler-band,6014.0,114.4,-152.18,0.27577319587628873,0.09,-0.08,1.14,0.36,-0.14
3122,3123,Kepler-997 b,Transit,1,3.584384195222766e-07,5.52e-06,-5.52e-06,19h16m56.01s,289.233369,+49d56m20.2s,49.938934,0.054937217466831584,112.98,-88.85,0.5722279792746113,Kepler-band,6150.0,62.57,-54.96,0.309278350515464,0.15,-0.08,1.56,0.37,-0.3
3123,3124,Kepler-998 b,Transit,1,7.620645354964447e-07,1.06e-05,-1.06e-05,19h47m01.00s,296.754151,+49d12m31.5s,49.208744,0.1168429489254177,260.25,-133.44,0.700880829015544,Kepler-band,6058.0,104.5,-165.4,0.28350515463917536,0.1,-0.08,1.18,0.31,-0.15
3124,3125,Kepler-999 b,Transit,1,8.083768223732689e-07,8.17e-06,-8.17e-06,19h58m38.51s,299.66046600000004,+46d11m54.3s,46.198418,0.06647098492489516,156.76,-116.29,0.5901036269430052,Kepler-band,6237.0,104.45,-85.91,0.32731958762886604,0.16,-0.12,1.65,0.46,-0.34
3125,3126,LkCa 15 b,Imaging,2,7.134997883176601e-07,1.88e-05,-1.88e-05,04h39m17.80s,69.824148,+22d21m03.5s,22.350967,0.12264906311677704,217.57,-187.2175,0.5840858621761658,Kepler-band,5824.666667,119.63333329999999,-82.24761905,0.2912371134020619,0.12,-0.095,1.3733333330000002,0.323333333,-0.35714285700000004
3126,3127,LkCa 15 c,Imaging,2,6.186227542620514e-07,2.94e-05,-2.94e-05,04h39m17.80s,69.824148,+22d21m03.5s,22.350967,0.17882714142635042,278.38,-258.145,0.578068097927461,Kepler-band,5412.333333,134.81666669999998,-78.5852381,0.25515463917525777,0.08,-0.07,1.096666667,0.18666666699999998,-0.374285714
3127,3128,Lupus-TR-3 b,Transit,1,5.237457202064427e-07,4e-05,-4e-05,15h30m18.62s,232.577571,-42d58m47.7s,-42.979908,0.23500521961823229,339.19,-329.0725,0.5720503331606217,Kepler-band,5000.0,150.0,-74.92285714,0.21907216494845363,0.04,-0.045,0.82,0.05,-0.391428571
3128,3129,MOA 2007-BLG-192L b,Microlensing,1,7.641651241663814e-05,562.100032,-109.500032,18h08m03.80s,272.015825,-27d09m00.3s,-27.150075,0.11731371494411418,400.0,-400.0,0.5660325683937824,Kepler-band,5086.363636,150.0,-71.26047619,0.010309278350515464,0.03,-0.02,1.985555556,0.08611111099999999,-0.408571429
3129,3130,MOA 2007-BLG-400L b,Microlensing,1,0.00015230927911306984,1124.200024,-219.00002400000002,18h09m41.98s,272.424917,-29d13m27.0s,-29.224153,0.682232937379881,600.0,-800.0,0.5600148036269429,Kepler-band,5172.7272729999995,150.0,-67.59809524,0.07216494845360825,0.19,-0.12,3.151111111,0.12222222199999999,-0.425714286
3130,3131,MOA 2008-BLG-310L b,Microlensing,1,0.0002282020458095015,1686.300016,-328.500016,17h54m14.53s,268.560542,-34d46m41.0s,-34.778053,0.7057712383147047,950.0,-1000.0,0.5539970393782383,Kepler-band,5259.0909090000005,150.0,-63.93571429,0.1675257731958763,0.14,-0.14,4.316666667,0.15833333300000002,-0.44285714299999995
3131,3132,MOA 2008-BLG-379L b,Microlensing,1,0.00030409481250593317,2248.4000079999996,-438.000008,17h58m49.44s,269.70599999999996,-30d11m49.0s,-30.196931,0.3880041756945858,1300.0,-1200.0,0.5479792746113988,Kepler-band,5345.4545450000005,150.0,-60.27333333,0.1391752577319588,0.24,-0.27,5.482222222000001,0.194444444,-0.46
3132,3133,MOA 2009-BLG-266L b,Microlensing,1,0.00037998757920236487,2810.5,-547.5,17h48m01.95s,267.008125,-35d00m19.5s,-35.005410999999995,0.3574043844793151,330.0,-330.0,0.5419615098445596,Kepler-band,5431.818182,150.0,-56.61095238,0.1391752577319588,0.09,-0.09,6.647777777999999,0.23055555600000002,-0.47714285700000003
3133,3134,MOA 2009-BLG-319L b,Microlensing,1,0.0003257410031858573,1797.75,-567.75,18h06m58.13s,271.742208,-26d49m10.9s,-26.819692,0.7175403887821165,1100.0,-1200.0,0.5359437455958549,Kepler-band,5518.181818,150.0,-52.94857143,0.09278350515463919,0.34,-0.18,7.813333332999999,0.26666666699999997,-0.494285714
3134,3135,MOA 2009-BLG-387L b,Microlensing,1,0.00027149442716934964,785.0,-588.0,17h53m50.79s,268.461625,-33d59m25.2s,-33.990333,0.6692868718657281,2180.0,-2190.0,0.5299259808290155,Kepler-band,5604.5454549999995,150.0,-49.28619048,0.043814432989690726,0.3,-0.12,8.978888889,0.302777778,-0.511428571
3135,3136,MOA 2010-BLG-073L b,Microlensing,1,0.00024832767715546333,713.6640909,-534.5731818,18h10m11.34s,272.547258,-26d31m22.6s,-26.522932,0.32915842335752676,400.0,-400.0,0.5239082160621762,Kepler-band,5690.9090909999995,150.0,-45.62380952,0.03608247422680413,0.03,-0.03,10.14444444,0.33888888899999997,-0.528571429
3136,3137,MOA 2010-BLG-328L b,Microlensing,1,0.00022516092727856333,642.3281818,-481.1463636,17h57m59.12s,269.496333,-30d42m54.6s,-30.715175,0.09495232905603174,100.0,-100.0,0.5178904512953367,Kepler-band,5777.2727270000005,150.0,-41.96142857,0.023195876288659795,0.01,-0.01,11.31,0.375,-0.545714286
3137,3138,MOA 2010-BLG-353L b,Microlensing,1,0.00020199417726467708,570.9922727000001,-427.7195455,18h05m12.94s,271.303917,-27d17m35.6s,-27.293233,0.7563785853245755,1090.0,-1150.0,0.511872687046632,Kepler-band,5863.636364,150.0,-38.29904762,0.041237113402061855,0.32,-0.11,12.47555556,0.41111111100000003,-0.562857143
