row_id,pl_name,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_optmag,st_optband,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2
113,GJ 436 b,Radial Velocity,1,2.64388312,5.70E-07,-5.70E-07,11h42m11.09s,175.546219,+26d42m23.7s,26.70657,10.23,0.23,-0.24,10.67,V (Johnson),4917,39.33333333,-39.33333333,0.47,0.07,-0.07,0.46,0.02,-0.02
114,GJ 504 b,Imaging,1,4.00624156,5.03E-05,-5.03E-05,13h16m46.52s,199.193817,+09d25m27.0s,9.424156,17.95,0.27,-0.28,5.22,V (Johnson),6234,25,-25,1.22,0.08,-0.08,0.375,0.019333333,-0.019333333
115,GJ 581 b,Radial Velocity,3,5.3686,0.0001,-0.0001,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.27,0.09,-0.09,10.56,V (Johnson),5600.5,33.75,-33.75,0.31,0.02,-0.02,0.29,0.018666667,-0.018666667
116,GJ 581 c,Radial Velocity,3,12.914,0.002,-0.002,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.27,0.09,-0.09,10.56,V (Johnson),4967,42.5,-42.5,0.31,0.02,-0.02,0.29,0.018,-0.018
117,GJ 581 e,Radial Velocity,3,3.149,0.0002,-0.0002,15h19m26.82s,229.861771,-07d43m20.2s,-7.72228,6.27,0.09,-0.09,10.56,V (Johnson),4333.5,51.25,-51.25,0.31,0.02,-0.02,0.29,0.017333333,-0.017333333
118,GJ 649 b,Radial Velocity,1,598.3,4.2,-4.2,16h58m08.85s,254.53688,+25d44m39.0s,25.74416,10.32,0.16,-0.16,9.69,V (Johnson),3700,60,-60,0.54,0.05,-0.05,0.301818182,0.016666667,-0.016666667
119,GJ 667 C b,Radial Velocity,5,7.2004,0.0017,-0.0017,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,0.138333333,-0.138333333,10.22,V (Johnson),3350,50,-50,0.33,0.02,-0.02,0.313636364,0.016,-0.016
120,GJ 667 C c,Radial Velocity,5,28.14,0.053,-0.065,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,0.116666667,-0.116666667,10.22,V (Johnson),3350,50,-50,0.33,0.02,-0.02,0.325454545,0.015333333,-0.015333333
121,GJ 667 C e,Radial Velocity,5,62.24,0.55,-0.55,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,0.095,-0.095,10.22,V (Johnson),3350,50,-50,0.33,0.02,-0.02,0.337272727,0.014666667,-0.014666667
122,GJ 667 C f,Radial Velocity,5,39.026,0.194,-0.211,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,0.073333333,-0.073333333,10.22,V (Johnson),3350,50,-50,0.33,0.02,-0.02,0.349090909,0.014,-0.014
123,GJ 667 C g,Radial Velocity,5,256.2,13.8,-7.9,17h18m58.82s,259.745085,-34d59m48.6s,-34.996827,6.8,0.051666667,-0.051666667,10.22,V (Johnson),3350,50,-50,0.33,0.02,-0.02,0.360909091,0.013333333,-0.013333333
124,GJ 674 b,Radial Velocity,1,4.6938,0.007,-0.007,17h28m39.95s,262.166443,-46d53m42.7s,-46.895191,4.54,0.03,-0.03,9.37,V (Johnson),3600,100,-100,0.35,0.03,-0.03,0.372727273,0.012666667,-0.012666667
125,GJ 676 A b,Radial Velocity,3,1050.3,1.2,-1.2,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.13,0.46,-0.49,9.58,V (Johnson),3553.25,82,-82,0.71,0.04,-0.04,0.384545455,0.012,-0.012
126,GJ 676 A d,Radial Velocity,3,3.6,0.0008,-0.0008,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.13,0.46,-0.49,9.58,V (Johnson),3506.5,64,-64,0.71,0.04,-0.04,0.396363636,0.011333333,-0.011333333
127,GJ 676 A e,Radial Velocity,3,35.37,0.07,-0.07,17h30m11.21s,262.546692,-51d38m13.1s,-51.636978,16.13,0.46,-0.49,9.58,V (Johnson),3459.75,46,-46,0.71,0.04,-0.04,0.408181818,0.010666667,-0.010666667
128,GJ 687 b,Radial Velocity,1,38.14,0.015,-0.015,17h36m25.90s,264.10791,+68d20m20.9s,68.339142,4.53,0.02,-0.02,9.15,V (Johnson),3413,28,-28,0.41,0.04,-0.04,0.42,0.01,-0.01
129,GJ 832 b,Radial Velocity,2,3657,104,-104,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.94,0.03,-0.03,8.66,V (Johnson),3472,40.2,-40.2,0.45,0.05,-0.05,0.4825,0.011666667,-0.011666667
130,GJ 832 c,Radial Velocity,2,35.68,0.03,-0.03,21h33m33.98s,323.391571,-49d00m32.4s,-49.009006,4.94,0.03,-0.03,8.66,V (Johnson),3472,52.4,-52.4,0.45,0.05,-0.05,0.545,0.013333333,-0.013333333
131,GJ 849 b,Radial Velocity,1,1845,15,-15,22h09m40.35s,332.418121,-04d38m26.6s,-4.640729,8.77,0.16,-0.17,10.37,V (Johnson),4311.5,64.6,-64.6,0.49,0.05,-0.05,0.6075,0.015,-0.015
132,GJ 86 b,Radial Velocity,1,15.76491,0.00039,-0.00039,02h10m25.93s,32.608059,-50d49m25.4s,-50.823723,10.91,0.07,-0.07,6.12,V (Johnson),5151,76.8,-76.8,0.77,0.04,-0.04,0.67,0.016666667,-0.016666667
133,GJ 876 b,Radial Velocity,4,61.1166,0.0086,-0.0086,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.7,0.05,-0.05,10.191,V (Johnson),4992.5,89,-89,0.33,0.03,-0.03,0.7325,0.018333333,-0.018333333
134,GJ 876 c,Radial Velocity,4,30.0881,0.0082,-0.0082,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.7,0.05,-0.05,10.191,V (Johnson),4834,101.2,-101.2,0.33,0.03,-0.03,0.795,0.02,-0.02
135,GJ 876 d,Radial Velocity,4,1.93778,2.00E-05,-2.00E-05,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.7,0.05,-0.05,10.191,V (Johnson),4675.5,113.4,-113.4,0.33,0.03,-0.03,0.8575,0.021666667,-0.021666667
136,GJ 876 e,Radial Velocity,4,124.26,0.7,-0.7,22h53m16.74s,343.319733,-14d15m49.3s,-14.2637,4.7,0.05,-0.05,10.191,V (Johnson),4517,125.6,-125.6,0.33,0.03,-0.03,0.92,0.023333333,-0.023333333
137,GQ Lup b,Imaging,1,94.31132494,0.525000138,-0.525000138,15h49m12.10s,237.300427,-35d39m05.1s,-35.651421,139,45,-45,12.43,V (Johnson),4358.5,137.8,-137.8,0.7,0.065,-0.065,0.9825,0.025,-0.025
138,GSC 06214-00210 b,Imaging,1,64.36264988,0.350000275,-0.350000275,16h21m54.67s,245.47778,-20d43m09.1s,-20.719202,145,14,-14,12.375,V (Johnson),4200,150,-150,0.9,0.1,-0.1,1.045,0.026666667,-0.026666667
139,GU Psc b,Imaging,1,34.41397482,0.175000412,-0.175000412,01h12m35.04s,18.146006,+17d03m55.7s,17.065475,48,5,-5,13.55,V (Johnson),5090,99.5,-99.5,0.33,0.03,-0.03,1.1075,0.028333333,-0.028333333
140,HAT-P-1 b,Transit,1,4.46529976,5.50E-07,-5.50E-07,22h57m46.83s,344.445104,+38d40m29.8s,38.674953,139,22,-19,10.34,V (Johnson),5980,49,-49,1.15,0.05,-0.05,1.17,0.03,-0.03
141,HAT-P-11 b,Transit,1,4.8878162,7.10E-06,-7.10E-06,19h50m50.24s,297.709351,+48d04m51.1s,48.080856,38,1.3,-1.3,9.472,V (Johnson),4780,50,-50,0.81,0.02,-0.03,0.75,0.02,-0.02
142,HAT-P-12 b,Transit,1,3.2130598,2.10E-06,-2.10E-06,13h57m33.48s,209.389489,+43d29m36.7s,43.493534,142.5,4.2,-3.3,12.84,V (Johnson),4650,60,-60,0.73,0.02,-0.02,0.7,0.02,-0.01
143,HAT-P-13 b,Transit,2,2.91625,1.50E-05,-1.50E-05,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214,12,-12,10.622,V (Johnson),5653,90,-90,1.22,0.05,-0.1,1.56,0.08,-0.08
144,HAT-P-13 c,Radial Velocity,2,446.27,0.22,-0.22,08h39m31.81s,129.882536,+47d21m07.4s,47.352051,214,12,-12,10.622,V (Johnson),5653,90,-90,1.22,0.05,-0.1,1.56,0.08,-0.08
145,HAT-P-14 b,Transit,1,4.627669,5.00E-06,-5.00E-06,17h20m27.88s,260.116169,+38d14m31.8s,38.242165,205,11,-11,9.98,V (Johnson),6600,90,-90,1.39,0.04,-0.04,1.47,0.05,-0.05
146,HAT-P-15 b,Transit,1,10.863502,2.70E-05,-2.70E-05,04h24m59.53s,66.248026,+39d27m38.3s,39.460636,190,8,-8,12.16,V (Johnson),5568,90,-90,1.01,0.04,-0.04,1.08,0.04,-0.04
147,HAT-P-16 b,Transit,1,2.77596,3.00E-06,-3.00E-06,00h38m17.56s,9.573181,+42d27m47.1s,42.463078,235,10,-10,10.812,V (Johnson),6158,80,-80,1.22,0.04,-0.04,1.24,0.05,-0.05
148,HAT-P-17 b,Transit,2,10.338523,9.00E-06,-9.00E-06,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,90,3,-3,10.54,V (Johnson),5246,80,-80,0.86,0.04,-0.04,0.84,0.02,-0.02
149,HAT-P-17 c,Radial Velocity,2,5584,7700,-2100,21h38m08.74s,324.536396,+30d29m19.4s,30.488716,90,3,-3,10.54,V (Johnson),5246,80,-80,0.86,0.04,-0.04,0.84,0.02,-0.02
150,HAT-P-18 b,Transit,1,5.508023,6.00E-06,-6.00E-06,17h05m23.15s,256.346473,+33d00m45.0s,33.012512,166,9,-9,12.759,V (Johnson),4803,80,-80,0.77,0.03,-0.03,0.75,0.04,-0.04
151,HAT-P-19 b,Transit,1,4.008778,6.00E-06,-6.00E-06,00h38m04.02s,9.516742,+34d42m41.7s,34.711575,215,15,-15,12.901,V (Johnson),4990,130,-130,0.84,0.04,-0.04,0.82,0.05,-0.05
152,HAT-P-2 b,Transit,1,5.6334729,6.10E-06,-6.10E-06,16h20m36.36s,245.151489,+41d02m53.1s,41.048084,135.32,14.4,-18.29,12.12,V (Johnson),6290,60,-60,1.36,0.04,-0.04,1.64,0.09,-0.08
153,HAT-P-20 b,Transit,1,2.875317,4.00E-06,-4.00E-06,07h27m39.95s,111.916469,+24d20m11.9s,24.33663,70,3,-3,11.339,V (Johnson),4595,80,-80,0.76,0.03,-0.03,0.69,0.02,-0.02
154,HAT-P-21 b,Transit,1,4.124481,7.00E-06,-7.00E-06,11h25m05.99s,171.274955,+41d01m40.6s,41.027954,254,19,-19,11.685,V (Johnson),5588,80,-80,0.95,0.04,-0.04,1.1,0.08,-0.08
155,HAT-P-22 b,Transit,1,3.21222,9.00E-06,-9.00E-06,10h22m43.61s,155.681719,+50d07m42.0s,50.128345,82,3,-3,9.732,V (Johnson),5302,80,-80,0.92,0.04,-0.04,1.04,0.04,-0.04
156,HAT-P-23 b,Transit,1,1.21288287,1.70E-07,-1.70E-07,20h24m29.72s,306.123854,+16d45m43.7s,16.762152,393,25,-25,10.775,V (Johnson),5885,72,-72,1.1,0.05,-0.05,1.09,0.03,-0.03
157,HAT-P-24 b,Transit,1,3.35524,7.00E-06,-7.00E-06,07h15m18.01s,108.825058,+14d15m45.4s,14.262599,396,20,-20,11.818,V (Johnson),6373,80,-80,1.19,0.04,-0.04,1.32,0.07,-0.07
158,HAT-P-25 b,Transit,1,3.652836,1.90E-05,-1.90E-05,03h13m44.50s,48.435419,+25d11m50.7s,25.197405,297,17,-13,13.19,V (Johnson),5500,80,-80,1.01,0.03,-0.03,0.96,0.05,-0.04
159,HAT-P-26 b,Transit,1,4.234516,1.50E-05,-1.50E-05,14h12m37.53s,213.156383,+04d03m36.0s,4.059997,134,18,-8,11.744,V (Johnson),5079,88,-88,0.82,0.03,-0.03,0.79,0.1,-0.04
160,HAT-P-27 b,Transit,1,3.039577,5.00E-06,-6.00E-06,14h51m04.18s,222.767436,+05d56m50.5s,5.947368,204,14,-14,12.387,V (Johnson),5300,90,-90,0.94,0.04,-0.04,0.9,0.05,-0.04
161,HAT-P-28 b,Transit,1,3.257215,7.00E-06,-7.00E-06,00h52m00.18s,13.000766,+34d43m42.3s,34.728413,395,34,-26,13.03,V (Johnson),5680,90,-90,1.02,0.05,-0.05,1.1,0.09,-0.07
162,HAT-P-29 b,Transit,1,5.723186,4.90E-05,-4.90E-05,02h12m31.47s,33.131142,+51d46m43.5s,51.778759,322,35,-21,11.9,V (Johnson),6087,88,-88,1.21,0.05,-0.05,1.22,0.13,-0.07
163,HAT-P-3 b,Transit,1,2.899736,2.00E-06,-2.00E-06,13h44m22.59s,206.094121,+48d01m43.2s,48.028667,138,10,-10,11.577,V (Johnson),5185,80,-80,0.92,0.03,-0.03,0.8,0.04,-0.04
164,HAT-P-30 b,Transit,1,2.810595,5.00E-06,-5.00E-06,08h15m47.97s,123.949894,+05d50m12.2s,5.836719,193,8,-8,10.419,V (Johnson),6304,88,-88,1.24,0.04,-0.04,1.22,0.05,-0.05
165,HAT-P-31 b,Transit,1,5.005425,9.10E-05,-9.20E-05,18h06m09.05s,271.537705,+26d25m36.0s,26.426662,354,74,-51,11.66,V (Johnson),6065,100,-76,1.22,0.09,-0.042307692,1.36,0.27,-0.035
166,HAT-P-32 b,Transit,1,2.15000805,9.30E-07,-9.70E-07,02h04m10.28s,31.042848,+46d41m16.2s,46.687836,283,5,-5,11.289,V (Johnson),6269,64,-64,1.3,0.065,-0.044615385,1.22,0.02,-0.02
167,HAT-P-33 b,Transit,1,3.474474,1.00E-06,-1.00E-06,07h32m44.21s,113.184212,+33d50m06.2s,33.835052,387,9,-9,11.188,V (Johnson),6446,88,-62.72727273,1.38,0.04,-0.046923077,1.64,0.03,-0.030909091
168,HAT-P-34 b,Transit,1,5.452654,1.60E-05,-1.60E-05,20h12m46.88s,303.195342,+18d06m17.5s,18.104868,257,22,-17,11.824,V (Johnson),6442,88,-61.45454545,1.39,0.05,-0.049230769,1.53,0.14,-0.041818182
169,HAT-P-35 b,Transit,1,3.646706,2.10E-05,-2.10E-05,08h13m00.18s,123.250764,+04d47m13.3s,4.787023,535,32,-32,12.46,V (Johnson),6096,88,-60.18181818,1.24,0.05,-0.051538462,1.44,0.08,-0.052727273
170,HAT-P-36 b,Transit,1,1.327347,3.00E-06,-3.00E-06,12h33m03.90s,188.266255,+44d54m55.3s,44.915352,317,17,-17,12.262,V (Johnson),5560,100,-58.90909091,1.02,0.05,-0.053846154,1.1,0.06,-0.063636364
171,HAT-P-37 b,Transit,1,2.797436,7.00E-06,-7.00E-06,18h57m11.06s,284.296064,+51d16m08.9s,51.269138,411,26,-26,13.23,V (Johnson),5500,100,-57.63636364,0.93,0.04,-0.056153846,0.88,0.06,-0.074545455
172,HAT-P-38 b,Transit,1,4.640382,3.20E-05,-3.20E-05,02h21m31.98s,35.383234,+32d14m46.1s,32.246151,249,26,-19,12.557,V (Johnson),5330,100,-56.36363636,0.89,0.04,-0.058461538,0.92,0.1,-0.085454545
173,HAT-P-39 b,Transit,1,3.54387,5.00E-06,-5.00E-06,07h35m01.98s,113.758247,+17d49m48.3s,17.830082,642,29,-29,12.422,V (Johnson),6430,100,-55.09090909,1.4,0.05,-0.060769231,1.62,0.08,-0.096363636
174,HAT-P-4 b,Transit,1,3.056536,7.50E-06,-7.50E-06,15h19m57.92s,229.991354,+36d13m46.8s,36.229664,314,24,-24,11.118,V (Johnson),5860,80,-53.81818182,1.26,0.14,-0.063076923,1.6,0.06,-0.107272727
175,HAT-P-40 b,Transit,1,4.457243,1.00E-05,-1.00E-05,22h22m03.09s,335.512861,+45d27m26.6s,45.457378,501,16,-16,11.699,V (Johnson),6080,100,-52.54545455,1.51,0.11,-0.065384615,2.21,0.06,-0.118181818
176,HAT-P-41 b,Transit,1,2.694047,4.00E-06,-4.00E-06,19h49m17.44s,297.322651,+04d40m20.7s,4.672421,344,12,-8,11.9335,V (Johnson),6390,100,-51.27272727,1.42,0.05,-0.067692308,1.68,0.06,-0.129090909
177,HAT-P-42 b,Transit,1,4.641878,3.20E-05,-3.20E-05,09h01m22.65s,135.344391,+06d05m50.0s,6.09723,447,41,-41,12.168,V (Johnson),5743,50,-50,1.18,0.07,-0.07,1.53,0.14,-0.14
178,HAT-P-43 b,Transit,1,3.332687,1.50E-05,-1.50E-05,08h35m42.18s,128.925737,+10d12m24.0s,10.206653,542,22,-16,13.356,V (Johnson),5645,74,-74,1.05,0.03,-0.04,1.1,0.04,-0.02
179,HAT-P-44 b,Transit,2,4.301219,1.90E-05,-1.90E-05,14h12m34.58s,213.144074,+47d00m52.9s,47.014687,363,31,-17,12.75,V (Johnson),5295,100,-100,0.94,0.04,-0.04,0.95,0.08,-0.04
180,HAT-P-44 c,Radial Velocity,2,872.2,1.7,-1.7,14h12m34.58s,213.144074,+47d00m52.9s,47.014687,363,31,-17,12.144,V (Johnson),5295,100,-100,0.94,0.04,-0.04,0.95,0.08,-0.04
181,HAT-P-45 b,Transit,1,3.128992,2.10E-05,-2.10E-05,18h17m29.58s,274.373238,-03d22m51.7s,-3.381036,305,35,-17,11.538,V (Johnson),6330,100,-100,1.26,0.06,-0.06,1.32,0.15,-0.07
182,HAT-P-46 b,Transit,1,4.463129,4.80E-05,-4.80E-05,18h01m46.61s,270.444201,-02d58m15.4s,-2.970947,296,61,-29,10.932,V (Johnson),6120,100,-100,1.28,0.1,-0.06,1.4,0.29,-0.14
183,HAT-P-49 b,Transit,1,2.691548,6.00E-06,-6.00E-06,20h21m45.94s,305.441397,+26d41m33.5s,26.692652,322,24,-13,10.326,V (Johnson),6820,52,-52,1.54,0.05,-0.05,1.83,0.14,-0.08
184,HAT-P-5 b,Transit,1,2.788491,2.50E-05,-2.50E-05,18h17m37.31s,274.405476,+36d37m17.1s,36.62141,340,30,-30,12,V (Johnson),5960,100,-100,1.16,0.06,-0.06,1.17,0.05,-0.05
185,HAT-P-50 b,Transit,1,3.1220109,6.50E-06,-6.50E-06,07h52m15.22s,118.063411,+12d08m21.9s,12.13941,497,21,-21,11.762,V (Johnson),6280,49,-49,1.27,0.05,-0.12,1.7,0.07,-0.07
186,HAT-P-51 b,Transit,1,4.2180278,5.90E-06,-5.90E-06,01h24m15.65s,21.06519,+32d48m38.8s,32.810764,470,16,-16,13.44,V (Johnson),5449,50,-50,0.98,0.03,-0.03,1.04,0.04,-0.03
187,HAT-P-52 b,Transit,1,2.7535953,9.40E-06,-9.40E-06,02h50m53.20s,42.721679,+29d01m20.6s,29.022396,385,21,-21,14.068,V (Johnson),5131,50,-50,0.89,0.03,-0.03,0.89,0.05,-0.05
188,HAT-P-53 b,Transit,1,1.9616241,3.90E-06,-3.90E-06,01h27m29.07s,21.871105,+38d58m05.3s,38.968147,719,43,-43,13.73,V (Johnson),5956,50,-50,1.09,0.04,-0.04,1.21,0.08,-0.06
189,HAT-P-54 b,Transit,1,3.799847,1.40E-05,-1.40E-05,06h39m35.52s,99.898,+25d28m57.1s,25.48254,135.8,3.5,-3.5,13.6,Kepler-band,4390,50,-50,0.65,0.02,-0.02,0.62,0.01,-0.01
190,HAT-P-55 b,Transit,1,3.5852467,6.40E-06,-6.40E-06,17h37m05.63s,264.273447,+25d43m52.3s,25.731186,480,19,-19,13.207,V (Johnson),5808,50,-50,1.01,0.04,-0.04,1.01,0.04,-0.04
191,HAT-P-56 b,Transit,1,2.7908327,4.70E-06,-4.70E-06,06h43m23.53s,100.848038,+27d15m08.3s,27.252293,310.5,7.1,-7.1,10.908,V (Johnson),6566,50,-50,1.3,0.04,-0.04,1.43,0.03,-0.03
192,HAT-P-57 b,Transit,1,2.465295,3.20E-06,-3.20E-06,18h18m58.42s,274.743421,+10d35m50.3s,10.597294,303,13,-13,10.465,V (Johnson),7500,250,-250,1.47,0.12,-0.12,1.5,0.05,-0.05
193,HAT-P-6 b,Transit,1,3.852985,5.00E-06,-5.00E-06,23h39m05.81s,354.774222,+42d27m57.5s,42.465973,261,20,-20,10.44,V (Johnson),6570,80,-80,1.29,0.06,-0.06,1.46,0.06,-0.06
194,HAT-P-7 b,Transit,1,2.2047354,1.00E-07,-1.00E-07,19h28m59.35s,292.24731,+47d58m10.2s,47.969513,320,50,-40,10.463,Kepler-band,6350,80,-80,1.47,0.08,-0.05,1.84,0.23,-0.11
195,HAT-P-8 b,Transit,1,3.0763776,4.00E-06,-4.00E-06,22h52m09.86s,343.041067,+35d26m49.6s,35.447109,230,15,-15,10.3,V (Johnson),6200,80,-90,1.28,0.04,-0.05,1.58,0.08,-0.0925
196,HAT-P-9 b,Transit,1,3.92289,4.00E-05,-4.00E-05,07h20m40.45s,110.168529,+37d08m26.3s,37.140652,480,60,-60,12.297,V (Johnson),6350,150,-100,1.28,0.13,-0.05,1.32,0.07,-0.075
197,HATS-1 b,Transit,1,3.446459,4.00E-06,-4.00E-06,11h42m06.08s,175.525336,-23d21m17.4s,-23.354836,303,38,-23,12.053,V (Johnson),5870,100,-110,0.99,0.05,-0.05,1.04,0.13,-0.0575
198,HATS-10 b,Transit,1,3.312846,5.80E-06,-5.80E-06,19h37m13.64s,294.306813,-22d12m16.1s,-22.204477,496,24,-24,13.113,V (Johnson),5880,120,-120,1.1,0.05,-0.05,1.1,0.06,-0.04
199,HATS-13 b,Transit,1,3.0440499,2.70E-06,-2.70E-06,21h07m50.75s,316.961465,-26d05m48.0s,-26.096655,476,12,-12,13.887,V (Johnson),5523,69,-69,0.96,0.03,-0.03,0.89,0.02,-0.02
200,HATS-14 b,Transit,1,2.7667641,2.70E-06,-2.70E-06,20h52m51.71s,313.215479,-25d41m14.4s,-25.687334,513,14,-14,13.79,V (Johnson),5346,60,-60,0.97,0.02,-0.02,0.93,0.02,-0.01
201,HATS-15 b,Transit,1,1.74748753,9.40E-07,-9.40E-07,20h44m22.07s,311.091961,-19d26m15.0s,-19.43751,689,23,-23,14.774,V (Johnson),5311,77,-77,0.87,0.02,-0.02,0.92,0.03,-0.03
202,HATS-16 b,Transit,1,2.686502,1.10E-05,-1.10E-05,23h54m14.09s,358.55871,-30d00m46.8s,-30.012999,774,74,-74,13.834,V (Johnson),5738,79,-79,0.97,0.04,-0.04,1.24,0.1,-0.13
203,HATS-17 b,Transit,1,16.254611,7.30E-05,-7.30E-05,12h48m45.55s,192.189799,-47d36m49.3s,-47.613693,339,22,-16,12.39,V (Johnson),5846,78,-78,1.13,0.03,-0.03,1.09,0.07,-0.05
204,HATS-2 b,Transit,1,1.354133,1.00E-06,-1.00E-06,11h46m57.38s,176.739094,-22d33m46.8s,-22.562992,360,11,-11,13.562,V (Johnson),5227,95,-95,0.88,0.04,-0.04,0.9,0.02,-0.02
205,HATS-25 b,Transit,1,4.2986432,4.50E-06,-4.50E-06,13h51m37.87s,207.907777,-23d46m52.2s,-23.781174,466,30,-30,13.097,V (Johnson),5715,73,-73,0.99,0.04,-0.04,1.11,0.07,-0.07
206,HATS-26 b,Transit,1,3.3023881,7.60E-06,-7.60E-06,09h39m42.45s,144.926863,-28d35m08.1s,-28.58559,907,69,-49,12.955,V (Johnson),6071,81,-81,1.3,0.11,-0.06,2.04,0.15,-0.11
207,HATS-27 b,Transit,1,4.637038,1.40E-05,-1.40E-05,12h54m12.61s,193.55256,-46d35m15.8s,-46.587715,840,80,-51,12.766,V (Johnson),6438,64,-64,1.42,0.05,-0.05,1.74,0.17,-0.1
208,HATS-28 b,Transit,1,3.1810781,3.90E-06,-3.90E-06,18h57m35.92s,284.399685,-49d08m18.5s,-49.13847,521,25,-25,13.934,V (Johnson),5498,84,-84,0.93,0.04,-0.04,0.92,0.04,-0.04
209,HATS-29 b,Transit,1,4.6058749,6.30E-06,-6.30E-06,19h00m23.14s,285.096424,-54d53m35.5s,-54.893192,351,15,-15,12.612,V (Johnson),5670,110,-110,1.03,0.05,-0.05,1.07,0.04,-0.04
210,HATS-3 b,Transit,1,3.547851,5.00E-06,-5.00E-06,20h49m49.79s,312.45744,-24d25m43.7s,-24.428793,453,11,-11,12.44,V (Johnson),6351,76,-76,1.21,0.04,-0.04,1.4,0.03,-0.03
211,HATS-30 b,Transit,1,3.1743516,2.60E-06,-2.60E-06,00h22m28.49s,5.618693,-59d56m33.2s,-59.942551,339,16,-16,12.192,V (Johnson),5943,70,-70,1.09,0.03,-0.03,1.06,0.04,-0.04
212,HATS-4 b,Transit,1,2.516729,2.00E-06,-2.00E-06,06h16m26.90s,94.112075,-22d32m48.8s,-22.546885,420,12,-12,13.459,V (Johnson),5403,50,-50,1,0.02,-0.02,0.93,0.02,-0.02
213,HATS-5 b,Transit,1,4.763387,1.00E-05,-1.00E-05,04h28m53.49s,67.222871,-21d28m54.9s,-21.481916,257,8,-8,12.63,V (Johnson),5304,50,-50,0.94,0.03,-0.03,0.87,0.02,-0.02
214,HATS-6 b,Transit,1,3.3252725,2.10E-06,-2.10E-06,05h52m35.23s,88.146797,-19d01m54.0s,-19.031656,148.4,3.3,-3.3,15.16,V (Johnson),3724,18,-18,0.57,0.02,-0.03,0.57,0.01,-0.01
215,HATS-8 b,Transit,1,3.583893,1.00E-05,-1.00E-05,19h39m46.02s,294.941746,-25d44m53.9s,-25.748318,829,110,-48,14.03,V (Johnson),5679,50,-50,1.06,0.04,-0.04,1.09,0.15,-0.06
216,HATS-9 b,Transit,1,1.9153073,5.20E-06,-5.20E-06,19h23m14.42s,290.810104,-20d09m58.7s,-20.166317,622,42,-30,13.276,V (Johnson),5366,70,-70,1.03,0.04,-0.04,1.5,0.1,-0.04
217,HD 100546 b,Imaging,1,79.74265365,0.3250026,-0.3250026,11h33m25.44s,173.356003,-70d11m41.2s,-70.194786,97,4,-4,6.704,V (Johnson),10500,90,-90,2.4,0.1,-0.1,5.4,0.7,-0.57
218,HD 100655 b,Radial Velocity,1,157.57,0.65,-0.65,11h35m03.75s,173.76564,+20d26m29.6s,20.441545,140.85,15.06,-19.16,6.45,V (Johnson),4861,110,-110,2.4,0.2,-0.4,9.3,1.3,-1.1
219,HD 100777 b,Radial Velocity,1,383.7,1.2,-1.2,11h35m51.52s,173.964676,-04d45m20.5s,-4.755697,52.8,3,-3.38,8.418,V (Johnson),5582,24,-24,1.01,0.1,-0.1,5.205,0.67,-0.57
220,HD 10180 c,Radial Velocity,6,5.75969,0.00028,-0.00028,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,1.1,-1.1,7.321,V (Johnson),5911,19,-19,1.06,0.05,-0.05,1.11,0.04,-0.04
221,HD 10180 d,Radial Velocity,6,16.357,0.0038,-0.0038,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,1.1,-1.1,7.321,V (Johnson),5911,19,-19,1.06,0.05,-0.05,1.11,0.04,-0.04
222,HD 10180 e,Radial Velocity,6,49.748,0.025,-0.025,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,1.1,-1.1,7.321,V (Johnson),5911,19,-19,1.06,0.05,-0.05,1.11,0.04,-0.04
223,HD 10180 f,Radial Velocity,6,122.744,0.232,-0.232,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,1.1,-1.1,7.321,V (Johnson),5911,19,-19,1.06,0.05,-0.05,1.11,0.04,-0.04
224,HD 10180 g,Radial Velocity,6,604.67,10.42,-10.42,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,1.1,-1.1,7.321,V (Johnson),5911,19,-19,1.06,0.05,-0.05,1.11,0.04,-0.04
225,HD 10180 h,Radial Velocity,6,2205,105.9,-105.9,01h37m53.58s,24.473234,-60d30m41.5s,-60.511528,39.02,1.1,-1.1,7.321,V (Johnson),5911,19,-19,1.06,0.05,-0.05,1.11,0.04,-0.04
