row_id,pl_hostname,pl_letter,pl_discmethod,pl_pnum,pl_orbper,pl_orbpererr1,pl_orbpererr2,ra_str,ra,dec_str,dec,st_dist,st_disterr1,st_disterr2,st_optmag,st_optband,st_teff,st_tefferr1,st_tefferr2,st_mass,st_masserr1,st_masserr2,st_rad,st_raderr1,st_raderr2
2564,Kepler-554,b,Transit,1,2.48E-07,4.10E-07,-4.10E-07,19h45m37.64s,296.406853,+51d21m29.4s,51.358154,0.075180156,41.59,-31.95,0.697564767,Kepler-band,5447,76.54,-66.56,0.234536082,0.04,-0.03,0.92,0.06,-0.04
2565,Kepler-555,b,Transit,1,2.21E-06,2.89E-05,-2.89E-05,19h02m04.04s,285.516852,+38d55m56.7s,38.932408,0.090480052,151.58,-83.63,0.691709845,Kepler-band,5894,117.98,-162.81,0.260309278,0.07,-0.07,1.04,0.21,-0.1
2566,Kepler-556,b,Transit,1,1.59E-06,2.38E-05,-2.38E-05,19h22m07.07s,290.529444,+38d56m33.6s,38.942671,0.085419317,61.13,-40.19,0.687150259,Kepler-band,5740,57.53,-49.06,0.25257732,0.03,-0.04,0.98,0.08,-0.05
2567,Kepler-557,b,Transit,1,4.95E-07,4.87E-06,-4.87E-06,19h34m50.03s,293.708458,+41d36m54.5s,41.615135,0.132142845,338.05,-167.88,0.714559585,Kepler-band,6068,151.79,-199.33,0.280927835,0.12,-0.09,1.16,0.35,-0.16
2568,Kepler-558,b,Transit,1,3.96E-06,8.91E-05,-8.91E-05,18h58m37.89s,284.657888,+42d39m09.6s,42.652676,0.076357071,42.26,-39.71,0.723056995,Kepler-band,5242,93.27,-66.35,0.213917526,0.04,-0.05,0.81,0.05,-0.05
2569,Kepler-559,b,Transit,1,2.40E-06,2.06E-05,-2.06E-05,19h46m32.84s,296.636834,+43d48m10.1s,43.802792,0.092951573,145.36,-85.15,0.71984456,Kepler-band,5630,200.63,-197.22,0.242268041,0.07,-0.06,0.95,0.17,-0.09
2570,Kepler-56,b,Transit,2,1.43E-06,0.0011,-0.001,19h35m02.00s,293.758347,+41d52m18.7s,41.871869,0.06529407,98.5,-58.50666667,0.600518135,Kepler-band,4840,97,-97,0.335051546,0.13,-0.13,4.23,0.15,-0.15
2571,Kepler-56,c,Transit,2,2.92E-06,0.00059,-0.00062,19h35m02.00s,293.758347,+41d52m18.7s,41.871869,0.037636566,51.64,-31.86333333,0.600518135,Kepler-band,4840,97,-97,0.335051546,0.13,-0.13,4.23,0.15,-0.15
2572,Kepler-560,b,Transit,1,2.52E-06,1.52E-05,-1.52E-05,20h00m49.46s,300.206095,+45d01m05.3s,45.018147,0.009979063,4.78,-5.22,0.718031088,Kepler-band,3556,30.41,-23.6,0.082474227,0.02,-0.02,0.33,0.02,-0.02
2573,Kepler-561,b,Transit,2,7.98E-06,3.23E-05,-3.23E-05,19h34m59.30s,293.747096,+45d06m26.0s,45.10722,0.078122444,118.62,-65.86,0.700051813,Kepler-band,5646,175.4,-189.65,0.242268041,0.07,-0.06,0.94,0.16,-0.08
2574,Kepler-561,c,Transit,2,7.20E-07,4.43E-06,-4.43E-06,19h34m59.30s,293.747096,+45d06m26.0s,45.10722,0.078122444,118.62,-65.86,0.700051813,Kepler-band,5646,175.4,-189.65,0.242268041,0.07,-0.06,0.94,0.16,-0.08
2575,Kepler-562,b,Transit,1,2.45E-06,9.90E-06,-9.90E-06,19h20m28.71s,290.119627,+46d16m25.7s,46.273811,0.096364627,102.89,-61.13,0.722487047,Kepler-band,5575,83.81,-85.33,0.234536082,0.05,-0.05,0.9,0.11,-0.06
2576,Kepler-563,b,Transit,1,3.03E-06,2.50E-05,-2.50E-05,19h29m47.11s,292.446272,+46d17m23.2s,46.289776,0.065176378,30.85,-36.83,0.721088083,Kepler-band,5066,80,-61.96,0.201030928,0.04,-0.05,0.77,0.04,-0.05
2577,Kepler-564,b,Transit,1,5.01E-07,1.22E-06,-1.22E-06,19h47m21.21s,296.838379,+46d37m35.1s,46.626404,0.097306159,121.44,-68.27,0.72015544,Kepler-band,5626,144.83,-126.35,0.239690722,0.06,-0.06,0.92,0.13,-0.07
2578,Kepler-565,b,Transit,1,5.69E-07,2.93E-06,-2.93E-06,18h54m28.31s,283.617946,+47d11m48.1s,47.196686,0.122139067,144.14,-81.93,0.733160622,Kepler-band,5735,80.65,-75.3,0.24742268,0.04,-0.06,0.95,0.13,-0.07
2579,Kepler-566,b,Transit,1,2.51E-06,4.23E-05,-4.23E-05,19h26m13.08s,291.554496,+47d48m52.1s,47.81448,0.073532475,36.54,-36.05,0.730984456,Kepler-band,5132,59.73,-80.24,0.208762887,0.04,-0.05,0.79,0.04,-0.04
2580,Kepler-567,b,Transit,1,2.25E-06,4.15E-05,-4.15E-05,19h50m41.43s,297.672615,+48d18m08.3s,48.302315,0.066470985,34.35,-28.95,0.716943005,Kepler-band,5148,106.09,-92.59,0.211340206,0.04,-0.04,0.79,0.04,-0.04
2581,Kepler-568,b,Transit,1,1.50E-06,7.66E-06,-7.66E-06,19h52m25.37s,298.105708,+48d24m04.1s,48.40115,0.01445134,6.08,-5.58,0.695492228,Kepler-band,3768,40.66,-39.79,0.136597938,0.02,-0.02,0.53,0.02,-0.02
2582,Kepler-569,b,Transit,1,4.67E-06,6.02E-05,-6.02E-05,18h54m01.75s,283.507278,+48d33m09.4s,48.552605,0.075533231,44.7,-34.78,0.686839378,Kepler-band,5616,66.28,-55.02,0.239690722,0.03,-0.04,0.93,0.07,-0.05
2583,Kepler-57,b,Transit,2,7.72E-07,1.80E-05,-1.80E-05,19h34m33.91s,293.641285,+44d39m25.3s,44.65704,0.075415539,59.61333333,-37.41,0.723264249,Kepler-band,5145,67.97666667,-66.09666667,0.208762887,0.033333333,-0.04,0.73,0.086666667,-0.053333333
2584,Kepler-57,c,Transit,2,1.58E-06,8.60E-05,-8.60E-05,19h34m33.91s,293.641285,+44d39m25.3s,44.65704,0.075297848,74.52666667,-40.04,0.723264249,Kepler-band,5145,69.67333333,-77.17333333,0.208762887,0.036666667,-0.04,0.73,0.103333333,-0.056666667
2585,Kepler-570,b,Transit,1,5.77E-07,3.10E-06,-3.10E-06,19h21m45.02s,290.437586,+48d47m30.8s,48.791885,0.075180156,89.44,-42.67,0.698549223,Kepler-band,5496,71.37,-88.25,0.234536082,0.04,-0.04,0.9,0.12,-0.06
2586,Kepler-571,b,Transit,1,6.45E-07,5.40E-06,-5.40E-06,19h06m12.24s,286.55102,+49d25m07.5s,49.418743,0.088596988,91.43,-50.1,0.716321244,Kepler-band,5527,75.23,-79.46,0.234536082,0.04,-0.04,0.9,0.11,-0.05
2587,Kepler-572,b,Transit,1,2.34E-06,2.22E-05,-2.22E-05,19h24m53.06s,291.221081,+50d34m52.7s,50.581303,0.062234091,37.23,-37.14,0.705803109,Kepler-band,5212,89.47,-77.65,0.208762887,0.04,-0.05,0.79,0.05,-0.05
2588,Kepler-573,b,Transit,1,3.03E-06,4.59E-05,-4.59E-05,19h18m05.08s,289.521162,+51d14m14.3s,51.237316,0.088832371,96.48,-63.26,0.68746114,Kepler-band,5746,59.48,-51.43,0.25,0.03,-0.04,1.02,0.13,-0.08
2589,Kepler-574,b,Transit,1,1.04E-06,1.35E-05,-1.35E-05,19h20m59.29s,290.247043,+52d08m56.9s,52.149136,0.087537764,99.38,-55.22,0.708704663,Kepler-band,5612,116.01,-108.4,0.239690722,0.05,-0.05,0.91,0.12,-0.06
2590,Kepler-575,b,Transit,1,1.27E-06,2.37E-05,-2.37E-05,19h07m51.33s,286.963889,+37d49m46.9s,37.8297,0.099895372,114.67,-75.7,0.71865285,Kepler-band,5710,114.7,-145.72,0.244845361,0.06,-0.06,0.95,0.12,-0.08
2591,Kepler-576,b,Transit,1,4.09E-06,9.91E-05,-9.91E-05,19h40m43.90s,295.18292,+38d39m15.2s,38.654231,0.081770881,175.33,-64.8,0.703316062,Kepler-band,5672,95.54,-141.61,0.25,0.05,-0.06,0.97,0.24,-0.08
2592,Kepler-577,b,Transit,1,3.51E-06,6.32E-05,-6.32E-05,19h38m50.86s,294.711927,+39d04m25.5s,39.073762,0.064234846,26.63,-31.82,0.727202073,Kepler-band,4984,52.11,-41.61,0.195876289,0.04,-0.04,0.73,0.03,-0.04
2593,Kepler-578,b,Transit,1,2.09E-07,1.23E-06,-1.23E-06,19h15m01.19s,288.75495,+39d33m49.2s,39.563656,0.066470985,48.98,-37.41,0.702642487,Kepler-band,5334,117.14,-106.87,0.219072165,0.04,-0.05,0.83,0.07,-0.05
2594,Kepler-579,b,Transit,1,1.31E-06,1.92E-05,-1.92E-05,19h40m00.49s,295.002039,+39d57m10.5s,39.952923,0.077651678,115.36,-63.37,0.695440415,Kepler-band,5636,135.41,-185.6,0.25,0.06,-0.06,0.96,0.16,-0.08
2595,Kepler-58,b,Transit,3,1.39E-06,0.00015,-0.00015,19h45m26.08s,296.358649,+39d06m54.7s,39.115194,0.067942129,89.485,-51.1225,0.723834197,Kepler-band,6099,200,-200,0.239690722,0.0525,-0.0525,1.13,0.53,-0.53
2596,Kepler-58,c,Transit,3,2.12E-06,0.00027,-0.00027,19h45m26.08s,296.358649,+39d06m54.7s,39.115194,0.05823258,63.61,-38.875,0.723834197,Kepler-band,6099,200,-200,0.239690722,0.045,-0.045,1.13,0.53,-0.53
2597,Kepler-58,d,Transit,3,5.48E-06,0.000612,-0.000612,19h45m26.08s,296.358649,+39d06m54.7s,39.115194,0.04852303,37.735,-26.6275,0.723834197,Kepler-band,6099,200,-200,0.239690722,0.0375,-0.0375,1.13,0.53,-0.53
2598,Kepler-580,b,Transit,1,1.11E-06,9.79E-06,-9.79E-06,18h53m59.96s,283.499815,+40d33m10.1s,40.552805,0.038813481,11.86,-14.38,0.733160622,Kepler-band,4298,49.14,-38.09,0.167525773,0.03,-0.03,0.64,0.02,-0.02
2599,Kepler-581,b,Transit,1,5.55E-06,0.0001744,-0.0001744,19h41m43.87s,295.432782,+40d38m53.7s,40.648247,0.097659234,178.61,-97.73,0.710362694,Kepler-band,5772,199.71,-191.78,0.25257732,0.08,-0.07,1,0.21,-0.11
2600,Kepler-582,b,Transit,1,2.52E-06,2.49E-05,-2.49E-05,19h50m00.88s,297.503687,+41d03m25.3s,41.057021,0.08800853,117.55,-77.05,0.728756477,Kepler-band,5564,218.22,-211.72,0.234536082,0.07,-0.07,0.91,0.13,-0.08
2601,Kepler-583,b,Transit,1,8.79E-07,1.38E-05,-1.38E-05,18h48m26.72s,282.11133,+42d21m16.2s,42.354504,0.094363872,103.55,-53.2,0.724093264,Kepler-band,5523,76.28,-106.08,0.237113402,0.04,-0.04,0.91,0.11,-0.06
2602,Kepler-584,b,Transit,1,4.81E-06,9.39E-05,-9.39E-05,19h12m55.34s,288.230593,+42d24m49.0s,42.413624,0.169686435,531.63,-187.67,0.725699482,Kepler-band,6195,110.21,-104.28,0.296391753,0.15,-0.09,1.24,0.46,-0.15
2603,Kepler-585,b,Transit,1,3.65E-07,1.42E-06,-1.42E-06,19h06m06.84s,286.528499,+43d52m24.3s,43.873405,0.070707879,116.57,-43.82,0.683108808,Kepler-band,5593,85.61,-77.08,0.242268041,0.06,-0.05,0.93,0.18,-0.06
2604,Kepler-586,b,Transit,1,2.76E-07,9.20E-07,-9.20E-07,19h32m13.73s,293.05722,+45d33m04.3s,45.551193,0.082830104,94.29,-55.41,0.703471503,Kepler-band,5575,149.33,-103.88,0.237113402,0.05,-0.05,0.92,0.12,-0.07
2605,Kepler-587,b,Transit,1,1.49E-06,2.95E-05,-2.95E-05,19h14m40.97s,288.67069,+47d23m56.9s,47.399143,0.099895372,118.2,-66.23,0.728445596,Kepler-band,5549,77.03,-70.06,0.231958763,0.04,-0.05,0.89,0.12,-0.06
2606,Kepler-588,b,Transit,1,5.66E-07,4.75E-06,-4.75E-06,18h57m01.73s,284.25721,+47d41m20.2s,47.688953,0.114018353,179.87,-87.14,0.718031088,Kepler-band,5835,73.84,-83.13,0.255154639,0.05,-0.07,1,0.19,-0.08
2607,Kepler-589,b,Transit,1,2.25E-06,4.57E-05,-4.57E-05,18h42m33.93s,280.641367,+47d45m07.0s,47.751954,0.075297848,46,-32.49,0.716580311,Kepler-band,5296,61.13,-62.17,0.221649485,0.03,-0.04,0.83,0.06,-0.04
2608,Kepler-59,b,Transit,2,1.61E-06,0.00036,-0.00036,19h08m09.48s,287.039503,+46d38m24.5s,46.640129,0.08875391,118.0833333,-63.95666667,0.697253886,Kepler-band,6074,76.64333333,-90.60333333,0.262886598,0.05,-0.053333333,0.94,0.143333333,-0.073333333
2609,Kepler-59,c,Transit,2,2.45E-06,0.0003,-0.0003,19h08m09.48s,287.039503,+46d38m24.5s,46.640129,0.102209972,190.1666667,-95.42333333,0.697253886,Kepler-band,6074,92.15666667,-119.0366667,0.262886598,0.07,-0.066666667,0.94,0.226666667,-0.106666667
2610,Kepler-590,b,Transit,1,7.89E-07,4.74E-06,-4.74E-06,19h45m32.53s,296.385544,+48d14m00.4s,48.233448,0.115666034,262.25,-126.89,0.703834197,Kepler-band,6000,107.67,-147.47,0.278350515,0.09,-0.08,1.15,0.31,-0.14
2611,Kepler-591,b,Transit,1,1.11E-05,0.0003199,-0.0003199,19h04m05.77s,286.024025,+48d25m54.4s,48.43177,0.092951573,108.33,-56.9,0.707202073,Kepler-band,5677,66.16,-71.43,0.244845361,0.04,-0.04,0.94,0.13,-0.06
2612,Kepler-592,b,Transit,1,3.74E-07,3.79E-06,-3.79E-06,19h03m09.76s,285.790685,+48d40m59.7s,48.683262,0.121315226,251.64,-102.8,0.715803109,Kepler-band,5913,83.3,-74.23,0.262886598,0.06,-0.07,1.04,0.25,-0.1
2613,Kepler-593,b,Transit,1,2.89E-06,5.93E-05,-5.93E-05,19h39m48.35s,294.951451,+48d39m04.3s,48.651188,0.119196779,240.48,-106.78,0.710362694,Kepler-band,5967,96.47,-113.06,0.273195876,0.08,-0.07,1.1,0.26,-0.11
2614,Kepler-594,b,Transit,1,1.86E-06,3.49E-05,-3.49E-05,19h15m41.18s,288.921586,+49d45m43.3s,49.762035,0.086949307,70.43,-52.4,0.720103627,Kepler-band,5485,80.49,-94,0.229381443,0.04,-0.05,0.87,0.08,-0.06
2615,Kepler-595,b,Transit,1,3.45E-06,3.00E-05,-3.00E-05,19h38m16.89s,294.570393,+50d40m22.9s,50.673023,0.074827082,45.22,-31.97,0.721398964,Kepler-band,5247,59.03,-79.67,0.219072165,0.04,-0.04,0.83,0.06,-0.04
2616,Kepler-596,b,Transit,1,2.91E-06,4.19E-05,-4.19E-05,19h18m00.16s,289.500676,+51d41m08.6s,51.68573,0.12708211,494.55,-155.88,0.68238342,Kepler-band,6267,109.7,-108.73,0.306701031,0.19,-0.1,1.32,0.62,-0.18
2617,Kepler-597,b,Transit,1,1.77E-06,2.73E-05,-2.73E-05,19h33m52.83s,293.470106,+39d15m10.1s,39.252808,0.077298603,43.2,-35.03,0.684974093,Kepler-band,5683,69.29,-59.31,0.244845361,0.04,-0.04,0.95,0.06,-0.05
2618,Kepler-598,b,Transit,1,4.95E-07,9.71E-06,-9.71E-06,19h32m29.62s,293.123423,+40d56m05.2s,40.934766,0.080358582,51.56,-38.84,0.720673575,Kepler-band,5307,87.96,-72.88,0.219072165,0.04,-0.04,0.86,0.06,-0.04
2619,Kepler-599,b,Transit,1,2.13E-06,3.16E-05,-3.16E-05,19h03m38.76s,285.911509,+41d04m10.0s,41.069443,0.073414784,35.42,-32.17,0.731606218,Kepler-band,5127,78.75,-90.28,0.208762887,0.04,-0.04,0.79,0.04,-0.04
2620,Kepler-6,b,Transit,1,4.31E-07,4.00E-07,-4.00E-07,19h47m20.94s,296.837254,+48d14m23.9s,48.239964,0.073344169,38.018,-35.32,0.645233161,Kepler-band,5647,44,-44,0.306701031,0.04,-0.04,1.39,0.02,-0.03
2621,Kepler-60,b,Transit,3,9.65E-07,0.0001,-0.0001,19h15m50.70s,288.961242,+42d15m54.0s,42.265011,0.073273554,40.616,-38.47,0.679222798,Kepler-band,5905,144,-144,0.262886598,0.08,-0.08,1.26,0.09,-0.09
2622,Kepler-60,c,Transit,3,1.21E-06,0.0002,-0.0002,19h15m50.70s,288.961242,+42d15m54.0s,42.265011,0.073202939,43.214,-41.62,0.679222798,Kepler-band,5905,144,-144,0.262886598,0.08,-0.08,1.26,0.09,-0.09
2623,Kepler-60,d,Transit,3,1.62E-06,0.0002,-0.0002,19h15m50.70s,288.961242,+42d15m54.0s,42.265011,0.073132324,45.812,-44.77,0.679222798,Kepler-band,5905,144,-144,0.262886598,0.08,-0.08,1.26,0.09,-0.09
2624,Kepler-600,b,Transit,1,3.23E-06,5.67E-05,-5.67E-05,18h55m19.93s,283.833059,+41d58m43.1s,41.978649,0.073061709,48.41,-47.92,0.718704663,Kepler-band,5279,104.56,-92.37,0.211340206,0.05,-0.05,0.81,0.06,-0.06
2625,Kepler-601,b,Transit,1,7.24E-07,7.27E-06,-7.27E-06,18h48m01.11s,282.004612,+42d10m35.5s,42.176533,0.050111866,12.44,-12.79,0.681606218,Kepler-band,5160,61.57,-46.75,0.213917526,0.03,-0.03,0.79,0.02,-0.02
2626,Kepler-602,b,Transit,1,2.08E-06,6.92E-05,-6.92E-05,19h44m07.68s,296.031983,+42d08m31.0s,42.141949,0.113900661,309.28,-157.9,0.708238342,Kepler-band,6062,218.54,-238.63,0.273195876,0.14,-0.1,1.13,0.35,-0.17
2627,Kepler-603,b,Transit,3,2.87E-06,8.94E-05,-8.94E-05,19h37m07.44s,294.280982,+42d17m27.5s,42.29097,0.113429895,217.66,-99.99,0.725595855,Kepler-band,5808,90.04,-142.55,0.255154639,0.06,-0.06,1.01,0.23,-0.1
2628,Kepler-603,c,Transit,3,1.75E-05,0.0004999,-0.0004999,19h37m07.44s,294.280982,+42d17m27.5s,42.29097,0.113429895,217.66,-99.99,0.725595855,Kepler-band,5808,90.04,-142.55,0.255154639,0.06,-0.06,1.01,0.23,-0.1
2629,Kepler-603,d,Transit,3,8.39E-07,4.23E-05,-4.23E-05,19h37m07.44s,294.280982,+42d17m27.5s,42.29097,0.113429895,217.66,-99.99,0.725595855,Kepler-band,5808,90.04,-142.55,0.255154639,0.06,-0.06,1.01,0.23,-0.1
2630,Kepler-604,b,Transit,1,3.53E-06,9.43E-05,-9.43E-05,19h29m15.84s,292.316017,+42d37m34.5s,42.626255,0.115077576,186.35,-110.47,0.718549223,Kepler-band,5890,174.4,-159.73,0.257731959,0.08,-0.07,1.03,0.19,-0.11
2631,Kepler-605,b,Transit,2,4.51E-07,5.11E-06,-5.11E-06,19h09m10.90s,287.295436,+43d16m47.5s,43.279873,0.066706368,63.27,-36.29,0.688601036,Kepler-band,5462,67.28,-73.73,0.229381443,0.04,-0.04,0.88,0.1,-0.05
2632,Kepler-605,c,Transit,2,3.11E-07,8.37E-06,-8.37E-06,19h09m10.90s,287.295436,+43d16m47.5s,43.279873,0.066706368,63.27,-36.29,0.688601036,Kepler-band,5462,67.28,-73.73,0.229381443,0.04,-0.04,0.88,0.1,-0.05
2633,Kepler-606,b,Transit,1,3.32E-06,8.00E-05,-8.00E-05,19h29m42.57s,292.427378,+44d22m52.6s,44.381268,0.141793548,449.42,-196.86,0.716891192,Kepler-band,6161,194.78,-227.56,0.286082474,0.17,-0.1,1.22,0.45,-0.18
2634,Kepler-607,b,Transit,1,7.50E-08,1.68E-06,-1.68E-06,19h24m13.73s,291.057206,+44d37m56.6s,44.632381,0.058467963,33.43,-30.29,0.702331606,Kepler-band,5196,94.48,-118.36,0.211340206,0.04,-0.04,0.8,0.05,-0.04
2635,Kepler-608,b,Transit,1,8.66E-07,5.42E-06,-5.42E-06,19h35m31.90s,293.882931,+44d38m17.1s,44.638096,0.108604544,188.21,-111.78,0.716787565,Kepler-band,5820,226.58,-187.94,0.25257732,0.09,-0.07,1.01,0.2,-0.11
2636,Kepler-609,b,Transit,1,8.81E-07,8.64E-06,-8.64E-06,19h28m52.88s,292.220313,+44d42m00.1s,44.700031,0.1341436,346.08,-153.04,0.725699482,Kepler-band,5971,125.14,-171.1,0.275773196,0.09,-0.08,1.14,0.35,-0.14
2637,Kepler-61,b,Transit,1,8.19E-06,0.0002,-0.0002,19h41m13.08s,295.304508,+42d28m31.0s,42.47529,0.132378228,324.515,-137.615,0.732901554,Kepler-band,4017,68,-150,0.159793814,0.04,-0.04,0.62,0.02,-0.05
2638,Kepler-610,b,Transit,2,9.46E-07,5.59E-06,-5.59E-06,19h32m41.12s,293.171343,+45d03m56.2s,45.065605,0.130612855,302.95,-122.19,0.723160622,Kepler-band,5943,91.96,-127.26,0.278350515,0.09,-0.07,1.13,0.31,-0.12
2639,Kepler-610,c,Transit,2,2.08E-05,0.001118,-0.001118,19h32m41.12s,293.171343,+45d03m56.2s,45.065605,0.130612855,302.95,-122.19,0.723160622,Kepler-band,5943,91.96,-127.26,0.278350515,0.09,-0.07,1.13,0.31,-0.12
2640,Kepler-611,b,Transit,1,3.21E-07,5.03E-06,-5.03E-06,19h04m01.19s,286.004962,+45d28m49.4s,45.480392,0.106250714,215.68,-80.72,0.711036269,Kepler-band,5761,64.93,-69.42,0.255154639,0.05,-0.05,1.01,0.24,-0.09
2641,Kepler-612,b,Transit,1,4.97E-07,3.76E-06,-3.76E-06,19h25m25.11s,291.354639,+45d44m52.4s,45.747898,0.109310693,168.23,-78.85,0.728549223,Kepler-band,5693,92.7,-129.13,0.24742268,0.05,-0.05,0.96,0.17,-0.08
2642,Kepler-613,b,Transit,1,2.15E-06,4.26E-05,-4.26E-05,18h51m08.84s,282.786824,+46d14m42.0s,46.244992,0.10130767,150.34,-69.42,0.712849741,Kepler-band,5723,68.68,-67.42,0.24742268,0.05,-0.05,0.96,0.17,-0.07
2643,Kepler-614,b,Transit,1,1.91E-06,2.60E-05,-2.60E-05,19h53m32.36s,298.384823,+46d16m33.8s,46.276043,0.066824059,51.74,-39.17,0.711088083,Kepler-band,5268,186.36,-125.95,0.213917526,0.05,-0.05,0.81,0.07,-0.05
2644,Kepler-615,b,Transit,1,1.41E-06,1.85E-05,-1.85E-05,18h49m48.14s,282.450603,+46d19m17.1s,46.321404,0.038460407,14.56,-19.99,0.69880829,Kepler-band,4655,41.24,-43.29,0.182989691,0.04,-0.04,0.69,0.03,-0.04
2645,Kepler-616,b,Transit,2,1.36E-06,2.14E-05,-2.14E-05,19h39m57.39s,294.989131,+46d50m18.0s,46.838329,0.119549854,139.79,-87.23,0.730932642,Kepler-band,5753,133.18,-101.52,0.24742268,0.06,-0.05,0.97,0.13,-0.08
2646,Kepler-616,c,Transit,2,1.24E-05,0.0004522,-0.0004522,19h39m57.39s,294.989131,+46d50m18.0s,46.838329,0.119549854,139.79,-87.23,0.730932642,Kepler-band,5753,133.18,-101.52,0.24742268,0.06,-0.05,0.97,0.13,-0.08
2647,Kepler-617,b,Transit,1,2.18E-07,1.11E-06,-1.11E-06,18h54m57.77s,283.74071,+47d30m58.7s,47.516293,0.017275936,10.36,-10.31,0.72373057,Kepler-band,3712,33.92,-33.35,0.12628866,0.02,-0.03,0.48,0.02,-0.03
2648,Kepler-618,b,Transit,1,4.80E-07,8.82E-06,-8.82E-06,19h04m59.96s,286.249817,+48d03m39.4s,48.06094,0.130848238,333.34,-118.31,0.724196891,Kepler-band,5860,67.09,-79.66,0.265463918,0.07,-0.05,1.08,0.33,-0.11
2649,Kepler-619,b,Transit,2,7.28E-07,5.55E-06,-5.55E-06,19h23m23.77s,290.849058,+48d24m57.7s,48.416016,0.130377472,223.44,-113.12,0.71746114,Kepler-band,5980,106.44,-113.14,0.275773196,0.07,-0.06,1.11,0.23,-0.11
2650,Kepler-619,c,Transit,2,1.53E-07,1.67E-06,-1.67E-06,19h23m23.77s,290.849058,+48d24m57.7s,48.416016,0.130377472,223.44,-113.12,0.71746114,Kepler-band,5980,106.44,-113.14,0.275773196,0.07,-0.06,1.11,0.23,-0.11
2651,Kepler-62,b,Transit,5,7.70E-07,9.00E-06,-9.00E-06,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,0.042932684,262.5966667,-122.2283333,0.667098446,Kepler-band,4925,70,-70,0.172680412,0.02,-0.02,0.64,0.02,-0.02
2652,Kepler-62,c,Transit,5,1.69E-06,0.0001,-0.0001,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,0.042932684,301.7533333,-131.3366667,0.667098446,Kepler-band,4925,70,-70,0.172680412,0.02,-0.02,0.64,0.02,-0.02
2653,Kepler-62,d,Transit,5,2.48E-06,2.00E-05,-2.00E-05,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,0.042932684,340.91,-140.445,0.667098446,Kepler-band,4925,70,-70,0.172680412,0.02,-0.02,0.64,0.02,-0.02
2654,Kepler-62,e,Transit,5,1.68E-05,0.0008,-0.0008,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,0.042932684,380.0666667,-149.5533333,0.667098446,Kepler-band,4925,70,-70,0.172680412,0.02,-0.02,0.64,0.02,-0.02
2655,Kepler-62,f,Transit,5,3.66E-05,0.005,-0.005,18h52m51.06s,283.212747,+45d20m59.5s,45.349865,0.042932684,419.2233333,-158.6616667,0.667098446,Kepler-band,4925,70,-70,0.172680412,0.02,-0.02,0.64,0.02,-0.02
2656,Kepler-620,b,Transit,1,1.76E-06,4.95E-05,-4.95E-05,19h24m38.25s,291.159391,+51d20m05.5s,51.334866,0.145677368,458.38,-167.77,0.714870466,Kepler-band,6155,120.88,-147.72,0.291237113,0.15,-0.08,1.22,0.45,-0.16
2657,Kepler-621,b,Transit,1,3.48E-07,1.77E-06,-1.77E-06,19h23m42.55s,290.927286,+39d54m50.9s,39.914145,0.045404206,14.24,-15.58,0.728756477,Kepler-band,4521,73.87,-51.47,0.180412371,0.02,-0.03,0.68,0.02,-0.02
2658,Kepler-622,b,Transit,1,1.94E-06,2.66E-05,-2.66E-05,18h57m54.83s,284.478472,+40d55m59.2s,40.93311,0.03010431,12.8,-11.36,0.716165803,Kepler-band,4201,46.67,-36.96,0.159793814,0.03,-0.03,0.61,0.02,-0.02
2659,Kepler-623,b,Transit,1,1.23E-06,1.28E-05,-1.28E-05,19h47m56.81s,296.986721,+47d28m38.6s,47.47739,0.095070021,95.06,-56.31,0.731036269,Kepler-band,5443,103.28,-85.59,0.226804124,0.04,-0.05,0.86,0.1,-0.06
2660,Kepler-624,b,Transit,1,1.99E-06,2.88E-05,-2.88E-05,19h40m46.41s,295.193389,+39d32m22.8s,39.539677,0.0856547,105.32,-72.38,0.65492228,Kepler-band,6117,70.67,-63.28,0.278350515,0.05,-0.06,1.18,0.17,-0.11
2661,Kepler-625,b,Transit,2,1.05E-06,1.06E-05,-1.06E-05,19h28m36.11s,292.150459,+39d38m15.3s,39.637581,0.058703346,15.91,-13.2,0.645440415,Kepler-band,5789,46.81,-43.94,0.262886598,0.02,-0.02,0.96,0.03,-0.02
2662,Kepler-625,c,Transit,2,5.58E-07,1.30E-05,-1.30E-05,19h28m36.11s,292.150459,+39d38m15.3s,39.637581,0.058703346,15.91,-13.2,0.645440415,Kepler-band,5789,46.81,-43.94,0.262886598,0.02,-0.02,0.96,0.03,-0.02
2663,Kepler-626,b,Transit,1,1.97E-06,2.36E-05,-2.36E-05,19h14m47.68s,288.698651,+39d42m29.8s,39.708288,0.080829348,82.19,-60.71,0.678549223,Kepler-band,5813,93.83,-94.62,0.255154639,0.05,-0.04,1.05,0.12,-0.09
2664,Kepler-627,b,Transit,1,5.56E-06,0.0001783,-0.0001783,19h28m25.03s,292.104279,+39d46m04.5s,39.767914,0.1341436,482.07,-215.07,0.678704663,Kepler-band,6424,160.13,-213.39,0.329896907,0.21,-0.14,1.49,0.64,-0.27
